,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Alexis Sánchez,7.0,cl CHI,FW,27-301,81,0,1,0,0,2,0,0,0,0,2,5,1,1,1,0,0,0
1,Alex Oxlade-Chamberlain,15.0,eng ENG,"FW,MF",23-061,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Alex Iwobi,17.0,ng NGA,AM,20-165,67,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
3,Francis Coquelin,34.0,fr FRA,"DF,MF",25-155,23,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0
4,Theo Walcott,14.0,eng ENG,AM,27-213,90,2,0,0,0,6,3,0,0,2,1,2,2,0,0,0,0,0
5,Mesut Özil,11.0,de GER,AM,28-000,82,1,0,0,0,2,1,0,0,0,1,2,3,1,2,0,0,0
6,Kieran Gibbs,3.0,eng ENG,"DF,MF",27-019,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7,Granit Xhaka,29.0,ch SUI,DM,24-018,69,0,0,0,0,1,0,0,1,1,1,0,0,1,5,0,0,0
8,Santi Cazorla,19.0,es ESP,DM,31-307,90,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0
9,Nacho Monreal,18.0,es ESP,LB,30-232,90,0,0,0,0,0,0,0,0,3,1,0,1,1,5,0,0,0
10,Laurent Koscielny,6.0,fr FRA,CB,31-035,90,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0
11,Shkodran Mustafi,20.0,de GER,CB,24-181,90,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0
12,Héctor Bellerín,24.0,es ESP,RB,21-210,90,0,0,0,0,2,2,0,0,0,1,0,0,0,2,0,0,0
13,Petr Čech,33.0,cz CZE,GK,34-148,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14 Players,,,,,969,3,1,0,0,16,6,0,1,7,10,9,11,9,27,0,0,0
