,num,joueur
0,,Arouna Koné
1,,Jordi Gómez
2,,Paul Scharner
3,,Maynor Figueroa
4,,James McCarthy
5,,Gary Caldwell
6,,Callum McManaman
7,,Shaun Maloney
8,,Emmerson Boyce
9,,
10,,Ali Al-Habsi
