,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Eddie Nketiah,30.0,eng ENG,FW,22-336,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
1,Gabriel Martinelli,35.0,br BRA,"LW,RW",20-317,90,2,1,1,1,0,0,2,0.0,2,1,0,1,2,4,0,0
2,Bukayo Saka,7.0,eng ENG,RW,20-238,86,2,1,1,1,0,1,1,100.0,0,2,0,2,1,3,2,0
3,Emile Smith Rowe,10.0,eng ENG,LW,21-277,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
4,Martin Ødegaard,8.0,no NOR,"AM,RM",23-135,89,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
5,Albert Sambi Lokonga,23.0,be BEL,RM,22-191,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
6,Granit Xhaka,34.0,ch SUI,"DM,LM",29-216,90,2,1,2,0,0,2,2,100.0,0,0,0,0,1,3,1,0
7,Mohamed Elneny,25.0,eg EGY,"DM,CM",29-294,90,1,0,1,0,0,0,0,,0,0,0,0,1,2,4,0
8,Nuno Tavares,20.0,pt POR,LB,22-095,90,2,2,0,1,1,1,3,33.3,2,2,0,2,2,4,2,0
9,Gabriel Dos Santos,6.0,br BRA,CB,24-133,90,2,2,1,1,0,1,1,100.0,0,1,1,0,0,2,5,0
10,Rob Holding,16.0,eng ENG,CB,26-223,90,2,1,0,1,1,1,1,100.0,0,3,3,0,2,4,7,0
11,Takehiro Tomiyasu,18.0,jp JPN,RB,23-177,77,3,1,1,2,0,2,2,100.0,0,0,0,0,1,4,4,0
12,Cédric Soares,17.0,pt POR,RB,30-243,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
13,Aaron Ramsdale,32.0,eng ENG,GK,23-352,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,16,9,7,7,2,8,13,61.5,5,11,4,7,10,26,27,0
