,num,joueur
0,,Ákos Buzsáky
1,,Bobby Zamora
2,,Djibril Cissé
3,,Joey Barton
4,,Nedum Onuoha
5,,Clint Hill
6,,Jamie Mackie
7,,Anton Ferdinand
8,,Shaun Derry
9,,
10,,Radek Černý
