,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Maxwel Cornet,20.0,ci CIV,"FW,LM",25-065,84,15,24,62.5,222,78,7,10,70.0,6,9,66.7,1,3,33.3,0,0.0,0.2,0,2,1,0,1
1,Aaron Lennon,17.0,eng ENG,"RM,FW",34-229,6,1,1,100.0,7,3,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
2,Chris Wood,9.0,nz NZL,FW,29-359,58,5,10,50.0,62,16,4,9,44.4,1,1,100.0,0,0,,0,0.0,0.0,1,2,0,0,0
3,Jay Rodriguez,19.0,eng ENG,FW,32-125,32,3,9,33.3,36,20,2,4,50.0,1,2,50.0,0,0,,0,0.1,0.0,1,1,0,0,1
4,Dwight McNeil,11.0,eng ENG,"LM,RM",22-009,90,23,28,82.1,341,104,15,16,93.8,6,8,75.0,2,3,66.7,0,0.0,0.1,0,2,1,1,3
5,Josh Brownhill,8.0,eng ENG,CM,25-347,90,34,45,75.6,521,174,16,17,94.1,14,19,73.7,2,4,50.0,0,0.1,0.3,2,7,1,0,8
6,Jack Cork,4.0,eng ENG,CM,32-159,90,22,36,61.1,309,84,11,16,68.8,8,12,66.7,1,2,50.0,0,0.0,0.0,0,1,0,0,4
7,Jóhann Berg Guðmundsson,7.0,is ISL,RM,31-035,71,12,23,52.2,150,37,7,10,70.0,2,8,25.0,1,2,50.0,0,0.0,0.0,0,0,0,0,1
8,Matěj Vydra,27.0,cz CZE,FW,29-214,19,2,4,50.0,31,0,0,1,0.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0
9,Charlie Taylor,3.0,eng ENG,LB,28-074,90,24,38,63.2,441,223,12,13,92.3,7,14,50.0,3,7,42.9,0,0.0,0.0,0,3,0,0,4
10,Ben Mee,6.0,eng ENG,CB,32-071,90,18,25,72.0,437,183,8,9,88.9,4,6,66.7,6,8,75.0,0,0.0,0.0,0,2,0,0,2
11,Nathan Collins,22.0,ie IRL,CB,20-215,90,18,28,64.3,311,191,10,12,83.3,6,8,75.0,2,5,40.0,0,0.0,0.0,1,1,0,0,1
12,Matthew Lowton,2.0,eng ENG,RB,32-175,90,26,47,55.3,457,229,15,17,88.2,7,15,46.7,4,13,30.8,0,0.0,0.1,0,2,2,0,4
13,Nick Pope,1.0,eng ENG,GK,29-226,90,12,28,42.9,503,440,0,0,,3,3,100.0,9,25,36.0,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,215,346,62.1,3828,1782,108,135,80.0,66,107,61.7,31,72,43.1,0,0.2,0.7,5,23,5,1,29
