,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Callum Wilson,13.0,eng ENG,FW,26-221,90,33,2,6,12,15,6,33,4,0,0.0,4,100.0,24,126,41,1,1,1,3,2,24,11
1,Joshua King,17.0,no NOR,"FW,RW",26-264,90,49,5,11,16,22,4,48,1,0,0.0,1,100.0,30,216,121,5,1,3,3,3,32,8
2,Ryan Fraser,24.0,sct SCO,LM,24-224,65,27,0,4,11,14,0,27,0,0,,0,,18,178,135,4,2,0,0,1,19,2
3,Junior Stanislas,19.0,eng ENG,"LW,LM",28-314,25,14,0,0,2,12,0,14,0,0,,0,,13,36,13,0,0,0,1,1,12,3
4,Lewis Cook,16.0,eng ENG,"CM,LM",21-245,77,44,0,8,32,5,0,44,1,1,100.0,0,0.0,28,87,30,0,1,0,2,1,30,0
5,Andrew Surman,6.0,eng ENG,LM,32-047,13,19,1,5,8,6,0,19,0,0,,0,,10,35,25,0,0,0,0,0,14,0
6,Jefferson Lerma,8.0,co COL,CM,23-346,90,78,9,33,34,12,0,78,1,1,100.0,0,0.0,48,182,103,1,0,0,1,1,50,0
7,David Brooks,20.0,wls WAL,RM,21-090,69,48,3,13,22,13,3,48,1,1,100.0,0,0.0,32,224,153,6,2,1,3,1,31,9
8,Dan Gosling,4.0,eng ENG,RM,28-247,21,13,0,1,7,5,1,13,0,0,,0,,11,45,10,0,0,0,1,1,12,3
9,Adam Smith,15.0,eng ENG,LB,27-160,90,45,1,14,19,12,0,45,0,0,,0,,33,197,117,3,1,0,1,2,36,4
10,Nathan Aké,5.0,nl NED,CB,23-230,90,57,9,44,11,2,1,57,0,0,,0,,32,131,67,0,0,0,0,0,34,1
11,Steve Cook,3.0,eng ENG,CB,27-170,90,60,7,38,21,1,0,60,0,0,,0,,28,90,56,0,0,0,0,0,33,0
12,Simon Francis,2.0,eng ENG,RB,33-232,90,74,2,24,32,19,1,74,0,0,,0,,42,152,84,3,2,0,1,1,43,5
13,Asmir Begović,27.0,ba BIH,GK,31-108,90,27,23,27,0,0,0,27,0,0,,0,,15,58,34,0,0,0,0,0,7,0
14,14 Players,,,,,990,588,62,228,227,138,16,587,8,3,37.5,5,62.5,364,1757,989,23,10,5,16,14,377,46
