,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Danny Ward,9.0,eng ENG,FW,27-144,59,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0
1,Kenneth Zohore,10.0,dk DEN,FW,25-093,31,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
2,Bobby Reid,14.0,jm JAM,"CM,FW",26-091,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
3,Josh Murphy,11.0,eng ENG,LM,24-069,79,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0
4,Junior Hoilett,33.0,ca CAN,LM,28-333,11,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
5,Víctor Camarasa,21.0,es ESP,CM,24-341,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
6,Leandro Bacuna,15.0,cw CUW,CM,27-256,80,1,0,0,0,1,0,4,0.0,4,1,1,0,1,2,2,0
7,Aron Gunnarsson,17.0,is ISL,"DM,CM",30-012,90,3,1,0,2,1,2,6,33.3,4,2,0,2,2,5,3,0
8,Nathaniel Mendez-Laing,19.0,gt GUA,RM,27-019,90,7,5,4,2,1,3,4,75.0,1,2,0,2,1,8,3,0
9,Joe Bennett,3.0,eng ENG,LB,29-037,90,1,0,0,1,0,0,0,,0,2,1,1,4,5,3,0
10,Bruno Ecuele Manga,5.0,ga GAB,CB,30-292,90,1,1,1,0,0,0,0,,0,3,3,0,0,1,5,0
11,Sean Morrison,4.0,eng ENG,CB,28-116,90,1,0,1,0,0,1,2,50.0,1,1,1,0,0,1,2,1
12,Lee Peltier,2.0,eng ENG,RB,32-144,90,5,4,4,1,0,5,8,62.5,3,1,0,1,3,8,5,0
13,Neil Etheridge,1.0,ph PHI,GK,29-086,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,21,12,11,6,4,11,27,40.7,16,16,6,10,11,32,23,1
