,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Danny Ward,9.0,eng ENG,FW,27-144,59,15,15,0,0,0,0,0,0,0,0,0,0,9,0,0
1,Kenneth Zohore,10.0,dk DEN,FW,25-093,31,10,10,0,0,0,0,0,0,0,0,0,0,4,0,0
2,Bobby Reid,14.0,jm JAM,"CM,FW",26-091,90,21,17,4,0,1,0,0,0,0,0,0,0,16,0,1
3,Josh Murphy,11.0,eng ENG,LM,24-069,79,27,19,8,2,0,0,11,0,6,2,1,3,15,0,2
4,Junior Hoilett,33.0,ca CAN,LM,28-333,11,8,5,3,0,0,0,3,0,3,2,1,0,5,0,0
5,Víctor Camarasa,21.0,es ESP,CM,24-341,10,5,4,1,0,0,0,1,0,1,0,1,0,5,0,0
6,Leandro Bacuna,15.0,cw CUW,CM,27-256,80,18,18,0,0,0,0,1,0,0,0,0,0,12,0,1
7,Aron Gunnarsson,17.0,is ISL,"DM,CM",30-012,90,36,31,5,1,0,0,1,4,0,0,0,0,24,0,1
8,Nathaniel Mendez-Laing,19.0,gt GUA,RM,27-019,90,28,27,1,0,0,0,4,1,0,0,0,0,17,0,2
9,Joe Bennett,3.0,eng ENG,LB,29-037,90,36,26,10,1,0,0,1,9,0,0,0,0,16,0,2
10,Bruno Ecuele Manga,5.0,ga GAB,CB,30-292,90,24,22,2,2,0,1,0,0,0,0,0,0,19,0,0
11,Sean Morrison,4.0,eng ENG,CB,28-116,90,39,33,6,0,0,1,1,6,0,0,0,0,23,0,0
12,Lee Peltier,2.0,eng ENG,RB,32-144,90,22,18,3,1,0,0,0,2,0,0,0,0,10,1,1
13,Neil Etheridge,1.0,ph PHI,GK,29-086,90,34,22,12,5,0,0,0,0,0,0,0,0,18,0,0
14,14 Players,,,,,990,323,267,55,12,1,2,23,22,10,4,3,3,193,1,10
