,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Álvaro Morata,9.0,es ESP,FW,25-072,90,0,0,0,0,3,1,0,0,43,0,2,0,1.2,1.2,0.1,7,0,20,29,69.0,2,27,9,3,2
1,Eden Hazard,10.0,be BEL,FW,26-361,81,1,0,1,1,5,1,0,0,49,0,0,0,1.1,0.3,0.1,8,2,30,38,78.9,6,37,7,7,6
2,Willian,22.0,br BRA,FW,29-147,9,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,1,3,0,0,0
3,Cesc Fàbregas,4.0,es ESP,DM,30-244,70,0,0,0,0,1,0,1,0,74,4,3,0,0.1,0.1,0.7,8,0,48,63,76.2,13,43,0,1,0
4,Danny Drinkwater,6.0,eng ENG,DM,27-304,20,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,10,11,90.9,0,8,1,0,0
5,N'Golo Kanté,7.0,fr FRA,DM,26-280,90,0,0,0,0,2,0,0,0,68,4,4,3,0.1,0.1,0.1,1,0,46,51,90.2,10,42,5,1,1
6,Tiemoué Bakayoko,14.0,fr FRA,DM,23-139,90,0,0,0,0,3,1,0,0,41,1,3,4,0.2,0.2,0.1,3,0,27,30,90.0,0,23,2,0,0
7,Marcos Alonso,3.0,es ESP,WB,27-006,90,1,0,0,0,3,2,0,0,49,0,1,1,0.5,0.5,0.0,2,0,27,38,71.1,2,24,3,0,0
8,Victor Moses,15.0,ng NGA,WB,27-022,55,0,0,0,0,0,0,0,0,33,1,0,1,0.0,0.0,0.4,1,0,13,28,46.4,2,16,3,1,1
9,Davide Zappacosta,21.0,it ITA,WB,25-206,35,0,1,0,0,1,0,0,0,13,0,0,1,0.0,0.0,0.3,3,2,5,7,71.4,0,5,1,4,2
10,Gary Cahill,24.0,eng ENG,CB,32-015,90,0,0,0,0,0,0,0,0,54,1,1,3,0.0,0.0,0.0,0,0,40,43,93.0,2,31,1,0,0
11,Andreas Christensen,27.0,dk DEN,CB,21-268,90,0,0,0,0,0,0,0,0,57,2,3,1,0.0,0.0,0.0,1,0,40,45,88.9,0,32,0,0,0
12,César Azpilicueta,28.0,es ESP,CB,28-128,90,0,0,0,0,0,0,0,0,47,4,1,2,0.0,0.0,0.3,1,0,29,34,85.3,3,21,1,0,0
13,Thibaut Courtois,13.0,be BEL,GK,25-237,90,0,0,0,0,0,0,1,0,43,0,0,0,0.0,0.0,0.0,0,0,29,40,72.5,0,16,0,0,0
14,14 Players,,,,,990,2,1,1,1,18,5,2,0,588,18,18,16,3.1,2.3,2.1,35,4,366,460,79.6,41,328,33,17,12
