,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Michail Antonio,30.0,jm JAM,FW,31-036,90,38,0,1,15,22,12,38,3,3,100.0,0,0.0,16,188,157,8,4,3,1,1,33,8
1,Saïd Benrahma,9.0,dz ALG,LW,25-266,77,55,0,4,15,38,6,55,1,1,100.0,0,0.0,39,371,196,7,4,1,3,0,50,12
2,Jarrod Bowen,20.0,eng ENG,LW,24-134,13,5,0,1,2,2,0,5,0,0,,0,,5,52,42,1,1,0,0,1,6,0
3,Pablo Fornals,18.0,es ESP,RW,25-070,90,73,0,16,26,33,5,73,6,3,50.0,3,50.0,39,305,225,7,3,2,1,0,55,6
4,Jesse Lingard,11.0,eng ENG,AM,28-139,90,63,0,3,31,29,3,63,1,1,100.0,0,0.0,35,198,117,3,1,1,1,2,55,8
5,Manuel Lanzini,10.0,ar ARG,DM,28-077,90,88,2,26,51,13,0,88,1,1,100.0,0,0.0,51,263,123,1,0,0,2,0,63,0
6,Tomáš Souček,28.0,cz CZE,DM,26-065,90,73,4,23,39,12,3,73,0,0,,0,,27,148,75,1,0,0,0,0,33,1
7,Aaron Cresswell,3.0,eng ENG,LB,31-139,90,89,2,23,37,29,2,89,0,0,,0,,51,224,96,0,2,0,0,0,62,3
8,Issa Diop,23.0,fr FRA,CB,24-114,90,51,14,37,14,0,0,51,1,0,0.0,1,100.0,20,110,21,0,0,0,0,0,20,0
9,Craig Dawson,15.0,eng ENG,CB,30-362,90,58,10,37,20,1,0,58,0,0,,0,,21,94,36,0,0,0,0,0,19,0
10,Vladimír Coufal,5.0,cz CZE,RB,28-254,90,85,4,31,27,27,1,85,1,1,100.0,0,0.0,29,115,55,3,1,1,0,0,39,9
11,Łukasz Fabiański,1.0,pl POL,GK,36-015,90,33,31,33,0,0,0,33,0,0,,0,,19,107,62,0,0,0,0,0,18,0
12,12 Players,,,,,990,711,67,235,277,206,32,711,14,10,71.4,4,28.6,352,2175,1205,31,16,8,8,4,453,47
