,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Ollie Watkins,11.0,eng ENG,"FW,LW",25-137,90,37,2,2,12,23,8,37,1,0,0.0,1,100.0,30,116,29,1,1,0,6,2,36,12
1,Anwar El Ghazi,21.0,nl NED,"LW,RW",26-013,87,55,3,7,21,28,2,55,2,0,0.0,2,100.0,30,111,27,0,1,0,1,0,29,7
2,Wesley Moraes,9.0,br BRA,FW,24-171,3,2,0,0,0,2,0,2,0,0,,0,,1,3,2,0,0,0,1,0,1,0
3,Bertrand Traoré,15.0,bf BFA,RW,25-252,63,41,0,5,12,24,1,41,0,0,,0,,27,89,14,0,0,0,4,0,30,6
4,Jack Grealish,10.0,eng ENG,"LW,AM",25-248,27,19,1,3,5,11,1,19,0,0,,0,,14,85,28,1,1,0,2,0,16,5
5,Jacob Ramsey,41.0,eng ENG,"LM,DM",19-353,84,40,3,8,15,17,5,40,1,0,0.0,1,100.0,17,143,38,1,2,0,3,1,20,4
6,Keinan Davis,39.0,eng ENG,"RW,DM",23-092,6,1,0,0,0,1,1,1,0,0,,0,,1,2,0,0,0,0,0,0,1,0
7,Douglas Luiz,6.0,br BRA,"CM,DM",23-007,90,59,5,18,35,7,0,59,0,0,,0,,42,249,94,0,1,0,0,1,38,0
8,John McGinn,7.0,sct SCO,"RM,AM,DM",26-210,90,53,3,9,25,19,2,53,3,1,33.3,2,66.7,41,213,33,1,1,1,4,4,37,4
9,Matt Targett,18.0,eng ENG,LB,25-240,90,68,4,26,29,13,0,68,1,0,0.0,1,100.0,39,162,83,1,0,0,2,0,38,1
10,Kortney Hause,30.0,eng ENG,CB,25-304,90,47,10,28,17,3,2,47,0,0,,0,,23,159,95,1,1,0,0,0,20,0
11,Ezri Konsa,4.0,eng ENG,CB,23-205,90,41,11,32,6,3,3,41,0,0,,0,,18,31,7,0,0,0,0,0,19,0
12,Ahmed Elmohamady,27.0,eg EGY,RB,33-249,90,86,6,25,28,34,2,86,0,0,,0,,40,111,69,1,1,0,0,0,42,4
13,Emiliano Martínez,26.0,ar ARG,GK,28-256,90,35,29,35,0,0,0,35,0,0,,0,,24,123,78,0,0,0,1,0,14,0
14,14 Players,,,,,990,584,77,198,205,185,27,584,8,1,12.5,7,87.5,347,1597,597,7,9,1,24,8,341,43
