,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Wilfried Bony,2.0,ci CIV,FW,28-357,90,15,19,78.9,175,10,11,14,78.6,2,2,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
1,Tammy Abraham,10.0,eng ENG,FW,20-061,90,7,10,70.0,104,16,5,6,83.3,1,3,33.3,1,1,100.0,0,0.0,0.0,0,0,0,0,1
2,Jordan Ayew,18.0,gh GHA,AM,26-082,72,23,27,85.2,344,26,11,12,91.7,11,12,91.7,0,1,0.0,0,0.0,0.0,0,0,0,0,0
3,Oliver McBurnie,62.0,sct SCO,AM,21-181,18,8,9,88.9,114,6,4,4,100.0,3,4,75.0,0,0,,0,0.0,0.0,0,0,0,0,0
4,Sam Clucas,17.0,eng ENG,LM,27-068,72,33,40,82.5,596,122,15,17,88.2,13,17,76.5,4,5,80.0,0,0.0,0.0,1,2,0,0,3
5,Tom Carroll,14.0,eng ENG,LM,25-188,18,15,24,62.5,172,79,13,14,92.9,2,5,40.0,0,4,0.0,0,0.1,0.2,1,0,0,0,1
6,Leroy Fer,8.0,nl NED,RM,27-331,84,38,49,77.6,658,117,15,18,83.3,18,22,81.8,4,7,57.1,0,0.0,0.0,1,6,0,0,5
7,Renato Sanches,35.0,pt POR,RM,20-106,6,6,8,75.0,91,19,4,4,100.0,1,3,33.3,1,1,100.0,0,0.0,0.0,0,0,0,0,0
8,Ki Sung-yueng,4.0,kr KOR,DM,28-312,90,57,67,85.1,987,211,25,26,96.2,24,28,85.7,7,11,63.6,0,0.0,0.0,0,4,0,0,5
9,Martin Olsson,16.0,se SWE,LB,29-199,90,43,60,71.7,674,234,23,27,85.2,18,23,78.3,1,4,25.0,1,0.1,0.1,3,3,3,2,3
10,Alfie Mawson,6.0,eng ENG,CB,23-317,90,60,66,90.9,1336,486,20,21,95.2,24,27,88.9,14,15,93.3,0,0.0,0.0,0,2,0,0,3
11,Mike van der Hoorn,5.0,nl NED,CB,25-048,90,37,52,71.2,773,203,11,12,91.7,18,22,81.8,7,15,46.7,0,0.0,0.0,0,1,0,0,3
12,Kyle Naughton,26.0,eng ENG,RB,29-015,90,36,56,64.3,558,164,17,22,77.3,17,22,77.3,1,8,12.5,0,0.0,0.0,1,3,0,0,3
13,Łukasz Fabiański,1.0,pl POL,GK,32-228,90,21,32,65.6,637,493,1,1,100.0,11,11,100.0,8,19,42.1,0,0.0,0.0,0,1,0,0,0
14,14 Players,,,,,990,399,519,76.9,7219,2186,175,198,88.4,163,201,81.1,49,92,53.3,1,0.4,0.3,7,22,3,2,27
