,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Daniel Podence,10.0,pt POR,"FW,AM",24-336,90,35,0,3,19,13,2,35,2,1,50.0,1,50.0,21,79,39,1,1,0,3,1,23,7
1,Raúl Jiménez,9.0,mx MEX,FW,29-139,90,30,2,4,16,10,7,30,1,0,0.0,1,100.0,19,114,56,2,0,1,2,2,24,4
2,Pedro Neto,7.0,pt POR,CM,20-196,77,38,0,3,21,14,1,38,2,1,50.0,1,50.0,23,182,101,4,3,1,1,1,28,6
3,Fábio Silva,17.0,pt POR,FW,18-064,13,3,0,0,3,0,0,3,0,0,,0,,1,0,0,0,0,0,1,0,1,0
4,Rúben Neves,8.0,pt POR,CM,23-192,90,64,3,12,48,4,1,64,0,0,,0,,33,77,30,0,0,0,0,0,33,1
5,João Moutinho,28.0,pt POR,CM,34-013,77,37,2,9,25,3,0,37,0,0,,0,,20,58,20,0,0,0,0,1,22,0
6,Leander Dendoncker,32.0,be BEL,CM,25-159,13,2,0,2,0,0,0,2,0,0,,0,,1,0,0,0,0,0,0,0,1,0
7,Fernando Marçal,5.0,br BRA,LB,31-215,7,6,0,3,3,0,0,6,0,0,,0,,3,2,0,0,0,0,0,0,3,0
8,Rúben Vinagre,29.0,pt POR,"LB,WB",21-165,83,47,0,14,25,8,0,47,4,2,50.0,2,50.0,24,147,81,2,2,0,0,4,26,4
9,Romain Saïss,27.0,ma MAR,CB,30-179,90,58,7,31,26,2,1,58,4,1,25.0,3,75.0,39,135,34,0,1,0,1,0,34,0
10,Conor Coady,16.0,eng ENG,CB,27-209,90,47,6,28,20,0,0,47,1,0,0.0,1,100.0,30,137,44,0,1,0,1,0,25,0
11,Willy Boly,15.0,ci CIV,CB,29-231,90,51,5,27,24,1,1,51,0,0,,0,,21,54,20,0,1,1,2,0,26,0
12,Adama Traoré,37.0,es ESP,"RB,WB",24-240,90,61,3,11,39,13,1,61,8,7,87.5,1,12.5,34,320,228,8,3,1,3,3,36,2
13,Rui Patrício,11.0,pt POR,GK,32-219,90,31,29,31,0,0,0,31,0,0,,0,,16,105,64,0,0,0,0,0,6,0
14,14 Players,,,,,990,510,57,178,269,68,14,510,22,12,54.5,10,45.5,285,1410,717,17,12,4,14,12,288,24
