,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2010-08-16,,Premier League,Matchweek 1,Mon,Home,W,3,0,Newcastle Utd,,"75,221",,4-4-2,Chris Foy,https://fbref.com/en/matches/08d4f4e2/Manchester-United-Newcastle-United-August-16-2010-Premier-League,
1,2010-08-22,,Premier League,Matchweek 2,Sun,Away,D,2,2,Fulham,,"25,643",,4-4-2,Peter Walton,https://fbref.com/en/matches/fb0fd282/Fulham-Manchester-United-August-22-2010-Premier-League,
2,2010-08-28,,Premier League,Matchweek 3,Sat,Home,W,3,0,West Ham,,"75,061",,4-4-2,Mark Clattenburg,https://fbref.com/en/matches/1d4dadac/Manchester-United-West-Ham-United-August-28-2010-Premier-League,
3,2010-09-11,,Premier League,Matchweek 4,Sat,Away,D,3,3,Everton,,"36,556",,4-3-3,Martin Atkinson,https://fbref.com/en/matches/17abc239/Everton-Manchester-United-September-11-2010-Premier-League,
5,2010-09-19,,Premier League,Matchweek 5,Sun,Home,W,3,2,Liverpool,,"75,213",,4-4-2,Howard Webb,https://fbref.com/en/matches/4df59be7/North-West-Derby-Manchester-United-Liverpool-September-19-2010-Premier-League,
6,2010-09-26,,Premier League,Matchweek 6,Sun,Away,D,2,2,Bolton,,"23,926",,4-4-2,Phil Dowd,https://fbref.com/en/matches/204e04b4/Bolton-Wanderers-Manchester-United-September-26-2010-Premier-League,
8,2010-10-02,,Premier League,Matchweek 7,Sat,Away,D,0,0,Sunderland,,"41,709",,4-3-3,Chris Foy,https://fbref.com/en/matches/b91bf32a/Sunderland-Manchester-United-October-2-2010-Premier-League,
9,2010-10-16,,Premier League,Matchweek 8,Sat,Home,D,2,2,West Brom,,"75,272",,4-4-2,Mike Jones,https://fbref.com/en/matches/c6dff360/Manchester-United-West-Bromwich-Albion-October-16-2010-Premier-League,
11,2010-10-24,,Premier League,Matchweek 9,Sun,Away,W,2,1,Stoke City,,"27,372",,4-4-2,Andre Marriner,https://fbref.com/en/matches/c1301679/Stoke-City-Manchester-United-October-24-2010-Premier-League,
12,2010-10-30,,Premier League,Matchweek 10,Sat,Home,W,2,0,Tottenham,,"75,223",,4-4-2,Mark Clattenburg,https://fbref.com/en/matches/13ea54cd/Manchester-United-Tottenham-Hotspur-October-30-2010-Premier-League,
14,2010-11-06,,Premier League,Matchweek 11,Sat,Home,W,2,1,Wolves,,"75,285",,4-3-3,Phil Dowd,https://fbref.com/en/matches/498ba4dd/Manchester-United-Wolverhampton-Wanderers-November-6-2010-Premier-League,
15,2010-11-10,,Premier League,Matchweek 12,Wed,Away,D,0,0,Manchester City,,"47,210",,4-3-3,Chris Foy,https://fbref.com/en/matches/2e213f50/Manchester-Derby-Manchester-City-Manchester-United-November-10-2010-Premier-League,
16,2010-11-13,,Premier League,Matchweek 13,Sat,Away,D,2,2,Aston Villa,,"40,073",,4-4-2,Mike Dean,https://fbref.com/en/matches/6c6a17ab/Aston-Villa-Manchester-United-November-13-2010-Premier-League,
17,2010-11-20,,Premier League,Matchweek 14,Sat,Home,W,2,0,Wigan Athletic,,"74,181",,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/1a42c3dc/Manchester-United-Wigan-Athletic-November-20-2010-Premier-League,
19,2010-11-27,,Premier League,Matchweek 15,Sat,Home,W,7,1,Blackburn,,"74,850",,4-4-2,Lee Probert,https://fbref.com/en/matches/bdf72639/Manchester-United-Blackburn-Rovers-November-27-2010-Premier-League,
21,2010-12-13,,Premier League,Matchweek 17,Mon,Home,W,1,0,Arsenal,,"75,227",,4-5-1,Howard Webb,https://fbref.com/en/matches/78092d33/Manchester-United-Arsenal-December-13-2010-Premier-League,
22,2010-12-26,,Premier League,Matchweek 19,Sun,Home,W,2,0,Sunderland,,"75,269",,4-4-2,Phil Dowd,https://fbref.com/en/matches/e8d86349/Manchester-United-Sunderland-December-26-2010-Premier-League,
23,2010-12-28,,Premier League,Matchweek 20,Tue,Away,D,1,1,Birmingham City,,"28,242",,4-3-3,Lee Mason,https://fbref.com/en/matches/5067fbbe/Birmingham-City-Manchester-United-December-28-2010-Premier-League,
24,2011-01-01,,Premier League,Matchweek 21,Sat,Away,W,2,1,West Brom,,"25,499",,4-4-2,Chris Foy,https://fbref.com/en/matches/f5d158ef/West-Bromwich-Albion-Manchester-United-January-1-2011-Premier-League,
25,2011-01-04,,Premier League,Matchweek 22,Tue,Home,W,2,1,Stoke City,,"73,401",,4-4-2,Mark Clattenburg,https://fbref.com/en/matches/1b30f311/Manchester-United-Stoke-City-January-4-2011-Premier-League,
