,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Chris Wood,9.0,nz NZL,FW,28-317,90,30,0,0,12,19,8,30,0,0,,0,,20,55,8,0,2,0,4,4,29,6
1,Ashley Barnes,10.0,eng ENG,FW,30-355,76,20,2,2,5,13,2,20,0,0,,0,,9,20,8,0,1,0,1,2,15,6
2,Jay Rodriguez,19.0,eng ENG,FW,31-082,14,3,0,0,2,1,0,3,0,0,,0,,2,2,0,0,0,0,1,0,4,0
3,Dwight McNeil,11.0,eng ENG,LM,20-332,90,55,0,6,27,25,3,55,6,6,100.0,0,0.0,30,336,166,8,8,2,1,3,33,2
4,Josh Brownhill,8.0,eng ENG,CM,24-305,90,53,1,8,39,7,0,53,1,1,100.0,0,0.0,18,119,35,0,0,0,2,0,32,1
5,Ashley Westwood,18.0,eng ENG,CM,30-201,90,59,4,13,37,9,1,59,0,0,,0,,16,57,20,0,0,0,0,0,38,0
6,Jóhann Berg Guðmundsson,7.0,is ISL,RM,29-358,68,23,0,3,11,9,1,23,1,0,0.0,1,100.0,8,111,43,1,1,0,0,0,13,2
7,Robbie Brady,12.0,ie IRL,RM,28-279,22,16,0,2,8,7,0,16,0,0,,0,,7,27,5,0,0,0,0,0,10,1
8,Charlie Taylor,3.0,eng ENG,LB,27-031,90,68,3,18,38,12,0,68,1,0,0.0,1,100.0,23,191,74,2,1,0,2,1,34,1
9,James Tarkowski,5.0,eng ENG,CB,27-335,90,42,6,25,15,2,1,42,0,0,,0,,11,30,8,0,0,0,0,1,15,0
10,Kevin Long,28.0,ie IRL,CB,30-062,90,33,2,21,12,0,0,33,0,0,,0,,11,61,33,0,0,0,0,0,14,0
11,Erik Pieters,23.0,nl NED,RB,32-073,90,54,1,22,24,9,0,54,3,2,66.7,1,33.3,13,68,23,0,0,0,0,0,20,0
12,Nick Pope,1.0,eng ENG,GK,28-183,90,40,37,40,0,0,0,40,0,0,,0,,18,135,105,0,0,0,0,0,12,0
13,13 Players,,,,,990,496,56,160,230,113,16,496,12,9,75.0,3,25.0,186,1212,528,11,13,2,11,11,269,19
