,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Jason Roberts,,gd GRN,FW,32-313,81,0,1,0,,,,0,0,,,,,,,0,,
1,Benjani,,zw ZIM,FW,32-113,9,0,0,0,,,,0,0,,,,,,,0,,
2,David Dunn,,eng ENG,MF,30-342,51,1,0,0,,,,0,0,,,,,,,0,,
3,Mame Biram Diouf,,sn SEN,"FW,MF",22-353,39,0,0,0,,,,0,0,,,,,,,0,,
4,El Hadji Diouf,,sn SEN,"FW,MF",29-323,71,0,0,0,,,,0,0,,,,,,,0,,
5,Josh Morris,,eng ENG,"DF,FW",19-065,19,0,0,0,,,,0,0,,,,,,,0,,
6,Morten Gamst Pedersen,,no NOR,"FW,MF",29-087,90,0,1,0,,,,0,0,,,,,,,0,,
7,Phil Jones,,eng ENG,"DF,MF",18-286,90,0,0,0,,,,0,0,,,,,,,0,,
8,Brett Emerton,,au AUS,"DF,MF",31-285,90,1,0,0,,,,0,0,,,,,,,0,,
9,Gaël Givet,,fr FRA,DF,29-056,90,0,0,0,,,,0,0,,,,,,,0,,
10,Ryan Nelsen,,nz NZL,DF,33-047,90,1,1,0,,,,0,0,,,,,,,0,,
11,Christopher Samba,,cg CGO,DF,26-251,90,0,0,0,,,,0,0,,,,,,,0,,
12,Míchel Salgado,,es ESP,DF,35-043,90,0,0,0,,,,0,0,,,,,,,0,,
13,Paul Robinson,,eng ENG,GK,31-050,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,3,3,0,,,,0,0,,,,,,,0,,
