,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Roman Pavlyuchenko,,ru RUS,FW,28-340,72,0,0,0,,,,0,0,,,,,,,0,,
1,Peter Crouch,,eng ENG,FW,29-294,18,0,0,0,,,,0,0,,,,,,,0,,
2,Rafael van der Vaart,,nl NED,MF,27-282,86,1,2,1,,,,1,0,,,,,,,0,,
3,Wilson Palacios,,hn HON,MF,26-114,4,0,0,0,,,,0,0,,,,,,,0,,
4,Gareth Bale,,wls WAL,"FW,MF",21-127,90,1,0,0,,,,0,0,,,,,,,0,,
5,Luka Modrić,,hr CRO,MF,25-072,90,0,0,0,,,,0,0,,,,,,,0,,
6,Jermaine Jenas,,eng ENG,MF,27-275,90,0,0,0,,,,0,0,,,,,,,0,,
7,Aaron Lennon,,eng ENG,"FW,MF",23-218,45,0,0,0,,,,0,0,,,,,,,0,,
8,Jermain Defoe,,eng ENG,FW,28-044,45,0,0,0,,,,0,0,,,,,,,0,,
9,Benoît Assou-Ekotto,,cm CMR,DF,26-241,90,0,0,0,,,,0,0,,,,,,,0,,
10,Younès Kaboul,,fr FRA,DF,24-320,90,1,0,0,,,,0,0,,,,,,,0,,
11,William Gallas,,fr FRA,DF,33-095,90,0,0,0,,,,0,0,,,,,,,0,,
12,Alan Hutton,,sct SCO,DF,25-355,90,0,0,0,,,,0,0,,,,,,,0,,
13,Heurelho Gomes,,br BRA,GK,29-278,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,3,2,1,,,,1,0,,,,,,,0,,
