,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Danny Ings,9.0,eng ENG,"LM,FW",28-194,69,14,14,0,0,0,0,0,0,0,0,0,0,10,0,1
1,Nathan Redmond,11.0,eng ENG,LM,26-333,21,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0
2,Che Adams,10.0,sct SCO,"FW,RM",24-204,90,16,16,0,0,0,0,0,0,0,0,0,0,11,0,1
3,Stuart Armstrong,17.0,sct SCO,CM,28-309,90,22,16,6,0,0,0,0,0,0,0,0,0,15,0,1
4,Alexandre Jankewitz,64.0,ch SUI,CM,19-039,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,James Ward-Prowse,8.0,eng ENG,CM,26-093,90,34,29,4,0,0,0,2,0,2,2,0,0,25,1,1
6,Moussa Djenepo,12.0,ml MLI,RM,22-232,77,17,15,2,1,0,0,0,0,0,0,0,0,12,0,1
7,Allan Tchaptchet,62.0,fr FRA,"CB,RM",19-043,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Ryan Bertrand,3.0,eng ENG,LB,31-181,90,20,14,6,2,0,0,2,3,1,1,0,0,14,0,1
9,Jack Stephens,5.0,eng ENG,CB,27-006,90,24,23,1,1,0,0,0,0,0,0,0,0,16,0,0
10,Jan Bednarek,35.0,pl POL,CB,24-296,85,26,23,3,1,0,0,0,2,0,0,0,0,16,0,0
11,Kayne Ramsey,31.0,eng ENG,RB,20-115,90,23,19,3,0,0,0,0,3,0,0,0,0,17,1,0
12,Alex McCarthy,1.0,eng ENG,GK,31-061,90,32,15,17,7,0,0,0,0,0,0,0,0,8,0,0
13,13 Players,,,,,896,231,186,43,12,0,0,4,8,3,3,0,0,146,2,6
