,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Cameron Jerome,,eng ENG,FW,24-231,75,0,1,0,,,,0,0,,,,,,,0,,
1,Nikola Žigić,,rs SRB,FW,30-189,15,0,0,0,,,,0,0,,,,,,,0,,
2,Kevin Phillips,,eng ENG,FW,37-251,90,1,0,0,,,,0,0,,,,,,,0,,
3,Lee Bowyer,,eng ENG,MF,34-089,63,0,0,0,,,,0,0,,,,,,,0,,
4,Keith Fahey,,ie IRL,MF,28-077,27,0,0,0,,,,0,0,,,,,,,0,,
5,Craig Gardner,,eng ENG,MF,24-128,90,1,0,0,,,,0,0,,,,,,,0,,
6,Barry Ferguson,,sct SCO,MF,33-059,90,0,0,0,,,,0,0,,,,,,,0,,
7,Sebastian Larsson,,se SWE,MF,25-300,90,0,1,0,,,,0,0,,,,,,,0,,
8,Stuart Parnaby,,eng ENG,DF,28-257,90,0,0,0,,,,0,0,,,,,,,0,,
9,Liam Ridgewell,,eng ENG,DF,26-255,90,0,0,0,,,,0,0,,,,,,,0,,
10,Roger Johnson,,eng ENG,DF,27-339,90,0,0,0,,,,0,0,,,,,,,0,,
11,Stephen Carr,,ie IRL,DF,34-216,68,0,0,0,,,,0,0,,,,,,,0,,
12,David Bentley,,eng ENG,MF,26-218,22,0,0,0,,,,0,0,,,,,,,0,,
13,Ben Foster,,eng ENG,GK,27-364,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,2,2,0,,,,0,0,,,,,,,0,,
