,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Kevin Davies,,eng ENG,FW,34-007,90,0,1,0,,,,0,0,,,,,,,0,,
1,Daniel Sturridge,,eng ENG,"FW,MF",21-213,90,0,0,0,,,,0,0,,,,,,,0,,
2,Martin Petrov,,bg BUL,"FW,MF",32-077,72,0,0,0,,,,0,0,,,,,,,0,,
3,Ivan Klasnić,,hr CRO,FW,31-063,18,0,0,0,,,,0,0,,,,,,,0,,
4,Fabrice Muamba,,eng ENG,MF,22-361,78,0,0,0,,,,0,0,,,,,,,0,,
5,Matthew Taylor,,eng ENG,"DF,MF",29-126,12,0,0,0,,,,0,0,,,,,,,0,,
6,Tamir Cohen,,il ISR,MF,27-029,63,0,0,0,,,,0,0,,,,,,,0,,
7,Lee Chung-yong,,kr KOR,"FW,MF",22-274,27,0,0,0,,,,0,0,,,,,,,0,,
8,Johan Elmander,,se SWE,FW,29-310,90,1,0,0,,,,0,0,,,,,,,0,,
9,Marcos Alonso,,es ESP,"DF,MF",20-095,90,0,0,0,,,,1,0,,,,,,,0,,
10,David Wheater,,eng ENG,DF,24-047,90,0,0,0,,,,1,0,,,,,,,0,,
11,Gary Cahill,,eng ENG,DF,25-104,90,0,0,0,,,,0,0,,,,,,,0,,
12,Grétar Steinsson,,is ISL,DF,29-083,90,0,0,0,,,,0,0,,,,,,,0,,
13,Jussi Jääskeläinen,,fi FIN,GK,35-348,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,1,1,0,,,,2,0,,,,,,,0,,
