,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Chris Wood,9.0,nz NZL,FW,29-154,85,0,0,0,1,0,0,0,0,0,0,0,0,3,8,10,44.4
1,Ashley Barnes,10.0,eng ENG,FW,31-192,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
2,Matěj Vydra,27.0,cz CZE,FW,29-009,66,0,0,0,0,2,0,0,1,0,0,0,0,1,5,2,71.4
3,Jay Rodriguez,19.0,eng ENG,FW,31-285,24,0,0,0,1,0,1,0,0,0,0,0,0,2,1,3,25.0
4,Dwight McNeil,11.0,eng ENG,LM,21-169,90,0,0,0,0,1,0,4,0,1,0,0,0,11,2,2,50.0
5,Jack Cork,4.0,eng ENG,CM,31-319,90,0,0,0,2,2,0,0,0,2,0,0,0,4,0,4,0.0
6,Ashley Westwood,18.0,eng ENG,CM,31-039,90,0,0,0,0,2,0,1,0,0,0,0,0,5,1,0,100.0
7,Josh Brownhill,8.0,eng ENG,RM,25-142,90,0,0,0,2,0,0,1,3,1,0,0,0,9,1,2,33.3
8,Charlie Taylor,3.0,eng ENG,LB,27-234,90,0,0,0,0,0,0,2,1,2,0,0,0,5,3,3,50.0
9,Ben Mee,6.0,eng ENG,CB,31-231,90,0,0,0,0,0,0,0,1,0,0,0,0,7,4,6,40.0
10,James Tarkowski,5.0,eng ENG,CB,28-172,90,0,0,0,1,3,0,0,1,3,0,0,0,7,10,4,71.4
11,Matthew Lowton,2.0,eng ENG,RB,31-335,90,0,0,0,2,0,0,1,4,0,0,0,0,8,0,1,0.0
12,Nick Pope,1.0,eng ENG,GK,29-021,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0
13,13 Players,,,,,990,0,0,0,10,11,1,9,11,9,0,0,0,62,36,38,48.6
