,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Cameron Jerome,,eng ENG,FW,24-136,84,0,0,0,,,,0,0,,,,,,,0,,
1,Kevin Phillips,,eng ENG,FW,37-156,6,0,0,0,,,,0,0,,,,,,,0,,
2,Craig Gardner,,eng ENG,MF,24-033,90,0,0,0,,,,1,0,,,,,,,0,,
3,Jean Beausejour,,cl CHI,"DF,FW",26-210,81,0,0,0,,,,0,0,,,,,,,0,,
4,Nikola Žigić,,rs SRB,FW,30-094,9,0,1,0,,,,0,0,,,,,,,0,,
5,Lee Bowyer,,eng ENG,MF,33-359,90,1,0,0,,,,1,0,,,,,,,0,,
6,Barry Ferguson,,sct SCO,MF,32-329,90,0,0,0,,,,0,0,,,,,,,0,,
7,Sebastian Larsson,,se SWE,MF,25-205,68,0,0,0,,,,0,0,,,,,,,0,,
8,Alexander Hleb,,by BLR,MF,29-241,22,0,0,0,,,,0,0,,,,,,,0,,
9,Liam Ridgewell,,eng ENG,DF,26-160,90,0,0,0,,,,0,0,,,,,,,0,,
10,Scott Dann,,eng ENG,DF,23-317,90,0,0,0,,,,1,0,,,,,,,0,,
11,Roger Johnson,,eng ENG,DF,27-244,90,0,0,0,,,,0,0,,,,,,,0,,
12,Stephen Carr,,ie IRL,DF,34-121,90,0,0,0,,,,0,0,,,,,,,0,,
13,Ben Foster,,eng ENG,GK,27-269,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,1,1,0,,,,3,0,,,,,,,0,,
