,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,David McGoldrick,17.0,ie IRL,FW,33-160,90,0,0,0,2,2,1,0,0,1,0,0,0,2,6,2,75.0
1,Oliver Burke,14.0,sct SCO,FW,24-031,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
2,Daniel Jebbison,38.0,eng ENG,FW,17-268,26,0,0,0,1,1,0,0,0,0,0,0,0,2,0,3,0.0
3,John Fleck,4.0,sct SCO,"CM,LM",29-257,90,0,0,0,1,1,0,3,2,2,0,0,0,7,1,0,100.0
4,Oliver Norwood,16.0,nir NIR,CM,30-026,90,1,0,0,1,0,0,6,3,2,0,0,0,10,0,0,
5,Sander Berge,8.0,no NOR,CM,23-083,59,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,
6,Ben Osborn,23.0,eng ENG,"CM,AM",26-276,31,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,
7,Enda Stevens,3.0,ie IRL,"WB,LB",30-303,90,0,0,0,1,0,0,2,1,1,0,0,0,2,1,2,33.3
8,George Baldock,2.0,gr GRE,"WB,RB",28-060,90,0,0,0,1,1,1,5,1,2,0,0,0,5,1,0,100.0
9,Kean Bryan,29.0,eng ENG,CB,24-188,79,0,0,0,2,0,0,0,0,1,0,0,0,5,3,5,37.5
10,John Lundstram,7.0,eng ENG,RM,27-079,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
11,John Egan,12.0,ie IRL,CB,28-200,90,0,0,0,0,0,0,0,1,1,0,0,0,8,2,3,40.0
12,Chris Basham,6.0,eng ENG,CB,32-292,90,0,0,0,1,3,0,1,0,3,0,0,0,4,0,3,0.0
13,Aaron Ramsdale,1.0,eng ENG,GK,22-359,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
14,14 Players,,,,,990,1,0,0,11,8,2,19,9,13,0,0,0,52,15,19,44.1
