,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,David McGoldrick,17.0,ie IRL,FW,33-160,90,1,1,0,1,0,1,5,20.0,4,1,0,1,0,1,1,0
1,Oliver Burke,14.0,sct SCO,FW,24-031,64,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
2,Daniel Jebbison,38.0,eng ENG,FW,17-268,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
3,John Fleck,4.0,sct SCO,"CM,LM",29-257,90,2,2,0,2,0,1,3,33.3,2,1,0,1,2,4,0,1
4,Oliver Norwood,16.0,nir NIR,CM,30-026,90,3,2,0,3,0,0,4,0.0,4,1,1,0,3,6,4,0
5,Sander Berge,8.0,no NOR,CM,23-083,59,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
6,Ben Osborn,23.0,eng ENG,"CM,AM",26-276,31,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0
7,Enda Stevens,3.0,ie IRL,"WB,LB",30-303,90,2,1,0,2,0,1,2,50.0,1,2,1,1,1,3,3,0
8,George Baldock,2.0,gr GRE,"WB,RB",28-060,90,4,2,2,2,0,1,1,100.0,0,2,0,2,1,5,3,0
9,Kean Bryan,29.0,eng ENG,CB,24-188,79,2,1,1,1,0,0,0,,0,2,2,0,0,2,2,0
10,John Lundstram,7.0,eng ENG,RM,27-079,11,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
11,John Egan,12.0,ie IRL,CB,28-200,90,4,1,1,3,0,3,4,75.0,1,2,1,1,1,5,4,0
12,Chris Basham,6.0,eng ENG,CB,32-292,90,3,3,2,1,0,3,6,50.0,3,1,1,0,0,3,2,1
13,Aaron Ramsdale,1.0,eng ENG,GK,22-359,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,22,13,6,16,0,11,28,39.3,17,13,6,7,9,31,19,2
