,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Pierre-Emerick Aubameyang,14.0,ga GAB,FW,31-164,90,8,13,61.5,113,23,5,7,71.4,2,5,40.0,1,1,100.0,0,0.0,0.0,0,1,1,0,2
1,Bukayo Saka,7.0,eng ENG,"LW,LM",19-085,90,29,45,64.4,416,79,17,23,73.9,11,14,78.6,1,5,20.0,0,0.3,0.6,3,4,1,0,6
2,Willian,12.0,br BRA,RW,32-112,64,21,30,70.0,345,68,13,14,92.9,6,11,54.5,2,4,50.0,1,0.1,0.1,1,1,2,1,3
3,Reiss Nelson,24.0,eng ENG,"RW,RM",20-355,26,11,19,57.9,237,56,4,4,100.0,5,7,71.4,2,5,40.0,0,0.0,0.0,0,3,1,1,4
4,Joe Willock,28.0,eng ENG,AM,21-101,90,33,43,76.7,533,162,19,23,82.6,12,12,100.0,2,4,50.0,0,0.0,0.3,0,4,3,0,6
5,Granit Xhaka,34.0,ch SUI,DM,28-063,80,54,60,90.0,1049,303,18,19,94.7,30,32,93.8,6,8,75.0,0,0.0,0.1,0,6,3,0,10
6,Alexandre Lacazette,9.0,fr FRA,FW,29-185,10,1,2,50.0,6,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
7,Dani Ceballos,8.0,es ESP,DM,24-114,90,54,64,84.4,1040,335,21,24,87.5,28,32,87.5,5,8,62.5,0,0.0,0.0,0,12,2,0,10
8,Kieran Tierney,3.0,sct SCO,LB,23-177,90,48,65,73.8,838,153,24,27,88.9,21,29,72.4,3,6,50.0,0,0.0,0.0,0,2,0,0,1
9,Gabriel Dos Santos,6.0,br BRA,CB,22-346,90,66,74,89.2,1268,451,24,24,100.0,34,37,91.9,7,12,58.3,0,0.0,0.0,0,6,0,0,8
10,David Luiz,23.0,br BRA,CB,33-221,45,23,31,74.2,560,221,3,5,60.0,15,17,88.2,5,8,62.5,0,0.1,0.1,1,2,1,0,1
11,Rob Holding,16.0,eng ENG,CB,25-070,45,35,41,85.4,808,318,7,9,77.8,22,23,95.7,6,8,75.0,0,0.0,0.0,0,4,0,0,2
12,Héctor Bellerín,2.0,es ESP,RB,25-255,90,44,50,88.0,750,119,16,19,84.2,28,29,96.6,0,0,,0,0.4,0.3,1,3,1,0,9
13,Bernd Leno,1.0,de GER,GK,28-270,90,20,20,100.0,473,276,1,1,100.0,16,16,100.0,3,3,100.0,0,0.0,0.0,0,1,0,0,1
14,14 Players,,,,,990,447,557,80.3,8436,2564,173,200,86.5,230,264,87.1,43,72,59.7,1,0.8,1.6,6,49,15,2,63
