,num,joueur
0,,Peter Whittingham
1,,Peter Odemwingie
2,,Ben Turner
3,,Fraizer Campbell
4,,Kim Bo-kyung
5,,Gary Medel
6,,Jordon Mutch
7,,Steven Caulker
8,,Kévin Théophile-Catherine
9,,
10,,Joe Lewis
