,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2018-08-10,20:00 ,Premier League,Matchweek 1,Fri,Home,W,2,1,Leicester City,1.5,1.8,47,"74,439",Paul Pogba,4-3-3,Andre Marriner,https://fbref.com/en/matches/3ae83896/Manchester-United-Leicester-City-August-10-2018-Premier-League,
1,2018-08-19,16:00 ,Premier League,Matchweek 2,Sun,Away,L,2,3,Brighton,1.4,1.7,66,"30,592",Paul Pogba,4-3-3,Kevin Friend,https://fbref.com/en/matches/620ebbfd/Brighton-and-Hove-Albion-Manchester-United-August-19-2018-Premier-League,
2,2018-08-27,20:00 ,Premier League,Matchweek 3,Mon,Home,L,0,3,Tottenham,1.5,1.2,57,"74,400",Antonio Valencia,3-5-1-1,Craig Pawson,https://fbref.com/en/matches/4bda33db/Manchester-United-Tottenham-Hotspur-August-27-2018-Premier-League,
3,2018-09-02,16:00 ,Premier League,Matchweek 4,Sun,Away,W,2,0,Burnley,2.5,0.8,53,"21,525",Antonio Valencia,4-3-3,Jonathan Moss,https://fbref.com/en/matches/c2561ae7/Burnley-Manchester-United-September-2-2018-Premier-League,
4,2018-09-15,17:30 ,Premier League,Matchweek 5,Sat,Away,W,2,1,Watford,1.9,1.3,57,"20,537",Antonio Valencia,4-3-3,Mike Dean,https://fbref.com/en/matches/b05c0b05/Watford-Manchester-United-September-15-2018-Premier-League,
6,2018-09-22,15:00 ,Premier League,Matchweek 6,Sat,Home,D,1,1,Wolves,0.6,1.0,64,"74,489",Antonio Valencia,4-3-3,Kevin Friend,https://fbref.com/en/matches/939e3a15/Manchester-United-Wolverhampton-Wanderers-September-22-2018-Premier-League,
8,2018-09-29,12:30 ,Premier League,Matchweek 7,Sat,Away,L,1,3,West Ham,0.7,1.4,52,"56,938",Ashley Young,5-3-2,Michael Oliver,https://fbref.com/en/matches/f6e0fe6b/West-Ham-United-Manchester-United-September-29-2018-Premier-League,
10,2018-10-06,17:30 ,Premier League,Matchweek 8,Sat,Home,W,3,2,Newcastle Utd,1.9,1.6,72,"74,519",Ashley Young,4-3-3,Anthony Taylor,https://fbref.com/en/matches/1c869de5/Manchester-United-Newcastle-United-October-6-2018-Premier-League,
11,2018-10-20,12:30 ,Premier League,Matchweek 9,Sat,Away,D,2,2,Chelsea,0.8,1.8,38,"40,721",Ashley Young,4-2-3-1,Mike Dean,https://fbref.com/en/matches/aff7fdc6/Chelsea-Manchester-United-October-20-2018-Premier-League,
13,2018-10-28,16:00 ,Premier League,Matchweek 10,Sun,Home,W,2,1,Everton,2.3,1.8,54,"74,525",Ashley Young,4-3-3,Jonathan Moss,https://fbref.com/en/matches/746d865f/Manchester-United-Everton-October-28-2018-Premier-League,
