,num,joueur
0,,Michel Vorm
1,,Neil Taylor
2,,Leon Britton
3,,Ashley Williams
4,,Àngel Rangel
5,,Danny Graham
6,,Nathan Dyer
7,,Josh McEachran
8,,Scott Sinclair
9,,Steven Caulker
10,,Gylfi Sigurðsson
