,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2016-08-13,15:00 ,Premier League,Matchweek 1,Sat,Home,D,1,1,Tottenham,43,"39,494",Phil Jagielka,3-4-3,Martin Atkinson,https://fbref.com/en/matches/fa337038/Everton-Tottenham-Hotspur-August-13-2016-Premier-League,
1,2016-08-20,15:00 ,Premier League,Matchweek 2,Sat,Away,W,2,1,West Brom,66,"23,654",Phil Jagielka,3-4-3,Niel Swarbrick,https://fbref.com/en/matches/7e874009/West-Bromwich-Albion-Everton-August-20-2016-Premier-League,
3,2016-08-27,15:00 ,Premier League,Matchweek 3,Sat,Home,W,1,0,Stoke City,55,"39,581",Phil Jagielka,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/20d83945/Everton-Stoke-City-August-27-2016-Premier-League,
4,2016-09-12,20:00 ,Premier League,Matchweek 4,Mon,Away,W,3,0,Sunderland,67,"42,406",Phil Jagielka,4-2-3-1,Mike Jones,https://fbref.com/en/matches/ee13fb62/Sunderland-Everton-September-12-2016-Premier-League,
5,2016-09-17,17:30 ,Premier League,Matchweek 5,Sat,Home,W,3,1,Middlesbrough,52,"39,074",Phil Jagielka,4-2-3-1,Lee Mason,https://fbref.com/en/matches/5a03c66a/Everton-Middlesbrough-September-17-2016-Premier-League,
7,2016-09-24,15:00 ,Premier League,Matchweek 6,Sat,Away,L,0,1,Bournemouth,47,"11,291",Phil Jagielka,4-2-3-1,Robert Madley,https://fbref.com/en/matches/f3490f43/Bournemouth-Everton-September-24-2016-Premier-League,
8,2016-09-30,20:00 ,Premier League,Matchweek 7,Fri,Home,D,1,1,Crystal Palace,57,"38,758",Phil Jagielka,4-3-1-2,Jonathan Moss,https://fbref.com/en/matches/54633ab1/Everton-Crystal-Palace-September-30-2016-Premier-League,
9,2016-10-15,15:00 ,Premier League,Matchweek 8,Sat,Away,D,1,1,Manchester City,27,"54,512",Phil Jagielka,4-3-3,Michael Oliver,https://fbref.com/en/matches/2061422d/Manchester-City-Everton-October-15-2016-Premier-League,
10,2016-10-22,15:00 ,Premier League,Matchweek 9,Sat,Away,L,1,2,Burnley,65,"21,416",Phil Jagielka,4-3-3,Mike Jones,https://fbref.com/en/matches/df2644c1/Burnley-Everton-October-22-2016-Premier-League,
11,2016-10-30,13:30 ,Premier League,Matchweek 10,Sun,Home,W,2,0,West Ham,49,"39,574",Gareth Barry,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/3a6f4c43/Everton-West-Ham-United-October-30-2016-Premier-League,
12,2016-11-05,17:30 ,Premier League,Matchweek 11,Sat,Away,L,0,5,Chelsea,40,"41,429",Phil Jagielka,5-3-2,Robert Madley,https://fbref.com/en/matches/250a2859/Chelsea-Everton-November-5-2016-Premier-League,
13,2016-11-19,15:00 ,Premier League,Matchweek 12,Sat,Home,D,1,1,Swansea City,63,"38,773",Phil Jagielka,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/568c83cf/Everton-Swansea-City-November-19-2016-Premier-League,
14,2016-11-27,16:30 ,Premier League,Matchweek 13,Sun,Away,L,0,1,Southampton,47,"31,132",Phil Jagielka,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/548c4fd4/Southampton-Everton-November-27-2016-Premier-League,
15,2016-12-04,16:00 ,Premier League,Matchweek 14,Sun,Home,D,1,1,Manchester Utd,46,"39,550",Gareth Barry,4-4-2,Michael Oliver,https://fbref.com/en/matches/5c222a27/Everton-Manchester-United-December-4-2016-Premier-League,
16,2016-12-10,12:30 ,Premier League,Matchweek 15,Sat,Away,L,2,3,Watford,53,"20,769",Gareth Barry,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/c48b9e6c/Watford-Everton-December-10-2016-Premier-League,
17,2016-12-13,19:45 ,Premier League,Matchweek 16,Tue,Home,W,2,1,Arsenal,42,"39,510",Phil Jagielka,4-3-3,Mark Clattenburg,https://fbref.com/en/matches/058313b0/Everton-Arsenal-December-13-2016-Premier-League,
