,num,joueur
0,,Aaron Lennon
1,,Younès Kaboul
2,,Gylfi Sigurðsson
3,,Kyle Walker
4,,Benoît Assou-Ekotto
5,,Gareth Bale
6,,Jake Livermore
7,,Sandro
8,,Jermain Defoe
9,,
10,,Carlo Cudicini
