,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,James McFadden,,sct SCO,"FW,MF",27-151,89,0,0,0,,,,0,0,,,,,,,0,,
1,Nikola Žigić,,rs SRB,FW,29-352,1,0,0,0,,,,0,0,,,,,,,0,,
2,Cameron Jerome,,eng ENG,FW,24-029,90,0,0,0,,,,0,0,,,,,,,0,,
3,Lee Bowyer,,eng ENG,MF,33-252,90,0,0,0,,,,0,0,,,,,,,0,,
4,Craig Gardner,,eng ENG,MF,23-291,90,0,0,0,,,,1,0,,,,,,,0,,
5,Barry Ferguson,,sct SCO,MF,32-222,90,0,0,0,,,,0,0,,,,,,,0,,
6,Sebastian Larsson,,se SWE,MF,25-098,90,0,0,0,,,,0,0,,,,,,,0,,
7,Liam Ridgewell,,eng ENG,DF,26-053,90,0,0,0,,,,0,0,,,,,,,0,,
8,Scott Dann,,eng ENG,DF,23-210,90,0,0,0,,,,0,0,,,,,,,0,,
9,Roger Johnson,,eng ENG,DF,27-137,90,0,0,0,,,,0,0,,,,,,,0,,
10,Stephen Carr,,ie IRL,DF,34-014,90,0,0,0,,,,0,0,,,,,,,0,,
11,Ben Foster,,eng ENG,GK,27-162,90,0,0,0,,,,0,0,,,,,,,0,,
12,12 Players,,,,,990,0,0,0,,,,1,0,,,,,,,0,,
