,num,joueur
0,,Shaun Derry
1,,Anton Ferdinand
2,,Jamie Mackie
3,,Clint Hill
4,,Samba Diakité
5,,Adel Taarabt
6,,Ákos Buzsáky
7,,Taye Taiwo
8,,Jay Bothroyd
9,,
10,,Radek Černý
