,num,joueur
0,,Heiðar Helguson
1,,Alejandro Faurlín
2,,Joey Barton
3,,Armand Traoré
4,,Anton Ferdinand
5,,Shaun Wright-Phillips
6,,Shaun Derry
7,,Fitz Hall
8,,Luke Young
9,,
10,,Brian Murphy
