,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2017-08-12,15:00 ,Premier League,Matchweek 1,Sat,Away,D,0,0,Southampton,0.3,2.0,40,"31,447",Leon Britton,4-3-1-2,Mike Jones,https://fbref.com/en/matches/e782371e/Southampton-Swansea-City-August-12-2017-Premier-League,
1,2017-08-19,12:30 ,Premier League,Matchweek 2,Sat,Home,L,0,4,Manchester Utd,0.4,3.0,42,"20,862",Federico Fernández,3-1-4-2,Jonathan Moss,https://fbref.com/en/matches/9c09e079/Swansea-City-Manchester-United-August-19-2017-Premier-League,
3,2017-08-26,15:00 ,Premier League,Matchweek 3,Sat,Away,W,2,0,Crystal Palace,0.7,0.9,47,"23,477",Federico Fernández,3-5-2,Andre Marriner,https://fbref.com/en/matches/86d8c6b8/Crystal-Palace-Swansea-City-August-26-2017-Premier-League,
4,2017-09-10,16:00 ,Premier League,Matchweek 4,Sun,Home,L,0,1,Newcastle Utd,1.2,1.0,62,"20,872",Federico Fernández,4-3-1-2,Mike Jones,https://fbref.com/en/matches/d9c661eb/Swansea-City-Newcastle-United-September-10-2017-Premier-League,
5,2017-09-16,17:30 ,Premier League,Matchweek 5,Sat,Away,D,0,0,Tottenham,0.2,1.1,25,"65,366",Federico Fernández,3-5-2,Mike Dean,https://fbref.com/en/matches/bca1fa26/Tottenham-Hotspur-Swansea-City-September-16-2017-Premier-League,
7,2017-09-23,15:00 ,Premier League,Matchweek 6,Sat,Home,L,1,2,Watford,1.7,1.2,51,"20,372",Federico Fernández,3-5-2,Lee Mason,https://fbref.com/en/matches/bb4b59af/Swansea-City-Watford-September-23-2017-Premier-League,
8,2017-09-30,15:00 ,Premier League,Matchweek 7,Sat,Away,L,0,1,West Ham,0.2,0.7,56,"56,922",Federico Fernández,4-3-1-2,Roger East,https://fbref.com/en/matches/6d059e4e/West-Ham-United-Swansea-City-September-30-2017-Premier-League,
9,2017-10-14,15:00 ,Premier League,Matchweek 8,Sat,Home,W,2,0,Huddersfield,1.5,0.7,41,"20,657",Leon Britton,4-3-3,Paul Tierney,https://fbref.com/en/matches/dfe3c484/Swansea-City-Huddersfield-Town-October-14-2017-Premier-League,
10,2017-10-21,15:00 ,Premier League,Matchweek 9,Sat,Home,L,1,2,Leicester City,0.8,1.9,56,"20,521",Leon Britton,4-3-3,Michael Oliver,https://fbref.com/en/matches/78a41b8a/Swansea-City-Leicester-City-October-21-2017-Premier-League,
12,2017-10-28,15:00 ,Premier League,Matchweek 10,Sat,Away,L,1,2,Arsenal,0.9,2.0,28,"59,493",Federico Fernández,3-5-2,Lee Mason,https://fbref.com/en/matches/3424d0e6/Arsenal-Swansea-City-October-28-2017-Premier-League,
13,2017-11-04,15:00 ,Premier League,Matchweek 11,Sat,Home,L,0,1,Brighton,1.3,0.9,56,"20,822",Federico Fernández,4-3-3,Mike Dean,https://fbref.com/en/matches/4282f27d/Swansea-City-Brighton-and-Hove-Albion-November-4-2017-Premier-League,
