,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Gonçalo Guedes,17.0,pt POR,FW,25-264,80,22,21,1,0,0,1,1,0,1,0,0,1,19,0,0
1,Hwang Hee-chan,11.0,kr KOR,FW,26-206,10,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0
2,Daniel Podence,10.0,pt POR,FW,26-303,58,21,20,1,0,0,0,0,0,0,0,0,0,15,0,1
3,Raúl Jiménez,9.0,mx MEX,FW,31-107,32,5,4,1,0,0,0,0,0,0,0,0,0,1,0,0
4,João Moutinho,28.0,pt POR,CM,35-346,57,48,45,3,2,0,1,2,0,1,0,1,0,39,0,2
5,Leander Dendoncker,32.0,be BEL,CM,27-127,33,11,11,0,0,0,0,0,0,0,0,0,0,7,0,2
6,Rúben Neves,8.0,pt POR,CM,25-160,90,68,62,6,3,0,2,3,0,3,2,1,0,61,0,0
7,Matheus Nunes,27.0,pt POR,CM,23-358,90,31,31,0,0,0,2,1,0,0,0,0,0,29,0,0
8,Rayan Aït Nouri,3.0,dz ALG,WB,21-075,70,40,36,4,0,0,0,2,4,0,0,0,0,34,0,0
9,Nélson Semedo,22.0,pt POR,WB,28-277,20,10,10,0,0,0,0,0,0,0,0,0,0,7,0,0
10,Pedro Neto,7.0,pt POR,WB,22-164,70,27,23,4,2,0,1,6,1,1,0,1,0,20,0,0
11,Adama Traoré,37.0,es ESP,WB,26-207,20,8,8,0,0,0,0,2,0,0,0,0,0,6,0,0
12,Max Kilman,23.0,eng ENG,CB,25-089,90,54,53,1,1,0,0,0,0,0,0,0,0,46,0,1
13,Nathan Collins,4.0,ie IRL,CB,21-112,90,58,56,2,2,0,0,0,0,0,0,0,0,50,0,0
14,Jonny Castro,19.0,es ESP,CB,28-170,90,78,67,11,1,0,0,1,10,0,0,0,0,68,0,2
15,José Sá,1.0,pt POR,GK,29-215,90,29,19,10,0,0,0,0,0,0,0,0,0,20,0,0
16,16 Players,,,,,990,515,471,44,11,0,7,19,15,6,2,3,1,425,0,8
