,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Yoane Wissa,11.0,cd COD,FW,26-235,61,0,0,0,2,0,1,0,0,0,0,0,0,5,1,1,50.0
1,Bryan Mbeumo,19.0,cm CMR,FW,23-262,29,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0.0
2,Ivan Toney,17.0,eng ENG,FW,27-041,82,0,0,0,1,1,1,0,1,0,0,0,0,2,6,4,60.0
3,Kevin Schade,9.0,de GER,FW,21-150,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0
4,Vitaly Janelt,27.0,de GER,CM,24-351,90,0,0,0,1,0,0,1,4,1,0,0,0,7,2,1,66.7
5,Frank Onyeka,15.0,ng NGA,CM,25-115,61,0,0,0,0,2,0,0,0,1,0,0,0,2,0,1,0.0
6,Mikkel Damsgaard,24.0,dk DEN,CM,22-297,29,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,
7,Mathias Jensen,8.0,dk DEN,CM,27-115,61,1,0,0,2,0,0,3,2,0,0,0,0,1,0,0,
8,Shandon Baptiste,26.0,gd GRN,CM,25-018,29,0,0,0,2,0,0,0,1,1,0,0,0,4,2,0,100.0
9,Rico Henry,3.0,eng ENG,LB,25-292,89,1,0,0,2,1,0,1,0,0,0,0,0,7,0,0,
10,Aaron Hickey,2.0,sct SCO,LB,20-320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,Ben Mee,16.0,eng ENG,CB,33-217,90,0,0,0,0,0,0,0,0,1,0,0,0,5,2,5,28.6
12,Ethan Pinnock,5.0,jm JAM,CB,29-332,90,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0.0
13,Mathias Jørgensen,13.0,dk DEN,CB,33-003,90,0,0,0,0,0,0,1,0,0,0,0,0,5,1,1,50.0
14,Mads Roerslev,30.0,dk DEN,RB,23-306,90,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,
15,David Raya,1.0,es ESP,GK,27-223,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
16,16 Players,,,,,990,2,0,0,13,5,2,7,9,6,0,0,0,50,15,19,44.1
