,num,joueur
0,1,Alisson
1,3,Fabinho
2,5,Georginio Wijnaldum
3,7,James Milner
4,8,Naby Keïta
5,9,Roberto Firmino
6,10,Sadio Mané
7,17,Curtis Jones
8,20,Diogo Jota
9,26,Andrew Robertson
10,32,Joël Matip
