,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Odsonne Édouard,22.0,fr FRA,FW,24-275,80,18,22,81.8,179,24,12,13,92.3,3,4,75.0,0,0,,1,0.4,0.1,1,1,0,0,1
1,Jean-Philippe Mateta,14.0,fr FRA,FW,25-112,10,1,4,25.0,9,8,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0,1,0,0,0
2,Wilfried Zaha,11.0,ci CIV,LW,29-342,90,25,30,83.3,396,118,15,16,93.8,9,9,100.0,1,3,33.3,0,0.1,0.2,1,3,2,0,7
3,Michael Olise,7.0,fr FRA,RW,20-310,79,25,37,67.6,492,162,8,11,72.7,15,21,71.4,2,3,66.7,1,0.4,0.4,5,3,2,2,2
4,Jordan Ayew,9.0,gh GHA,RW,31-037,11,1,2,50.0,18,0,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0
5,Eberechi Eze,10.0,eng ENG,LM,24-111,89,29,40,72.5,502,155,15,16,93.8,10,12,83.3,3,11,27.3,0,0.2,0.2,3,1,3,1,5
6,Jaïro Riedewald,44.0,nl NED,LM,26-039,1,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
7,Cheick Doucouré,28.0,ml MLI,CM,22-283,90,44,50,88.0,746,143,19,21,90.5,19,20,95.0,4,6,66.7,0,0.0,0.0,0,4,0,0,4
8,Jeffrey Schlupp,15.0,gh GHA,RM,29-299,90,35,40,87.5,570,160,17,20,85.0,14,15,93.3,3,4,75.0,0,0.2,0.1,3,4,2,0,9
9,Tyrick Mitchell,3.0,eng ENG,LB,23-047,90,42,58,72.4,661,320,19,25,76.0,21,25,84.0,1,6,16.7,0,0.0,0.0,0,4,0,0,6
10,Marc Guéhi,6.0,eng ENG,CB,22-097,90,78,87,89.7,1714,843,23,23,100.0,40,45,88.9,14,18,77.8,0,0.0,0.0,0,9,0,0,8
11,Joachim Andersen,16.0,dk DEN,CB,26-140,90,44,54,81.5,1121,318,7,7,100.0,27,31,87.1,10,15,66.7,0,0.0,0.0,0,2,0,0,1
12,Joel Ward,2.0,eng ENG,RB,32-354,90,32,44,72.7,438,194,15,17,88.2,14,19,73.7,0,2,0.0,0,0.0,0.0,0,4,0,0,5
13,Vicente Guaita,13.0,es ESP,GK,35-281,90,18,21,85.7,435,239,4,4,100.0,10,10,100.0,4,7,57.1,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,392,490,80.0,7281,2684,155,176,88.1,183,213,85.9,42,75,56.0,2,1.1,0.9,13,36,9,3,48
