,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2021-08-15,16:30 ,Premier League,Matchweek 1,Sun,Home,W,1,0,Manchester City,1.0,1.8,35,"58,262",Hugo Lloris,4-3-3,Anthony Taylor,https://fbref.com/en/matches/ff51efc7/Tottenham-Hotspur-Manchester-City-August-15-2021-Premier-League,
2,2021-08-22,14:00 ,Premier League,Matchweek 2,Sun,Away,W,1,0,Wolves,1.7,1.7,42,"30,368",Hugo Lloris,4-3-3,Stuart Attwell,https://fbref.com/en/matches/26ceb3c9/Wolverhampton-Wanderers-Tottenham-Hotspur-August-22-2021-Premier-League,
4,2021-08-29,14:00 ,Premier League,Matchweek 3,Sun,Home,W,1,0,Watford,1.0,0.8,57,"57,672",Hugo Lloris,4-3-3,Andre Marriner,https://fbref.com/en/matches/3cd9a733/Tottenham-Hotspur-Watford-August-29-2021-Premier-League,
5,2021-09-11,12:30 ,Premier League,Matchweek 4,Sat,Away,L,0,3,Crystal Palace,0.1,2.1,38,"26,000",Hugo Lloris,4-1-2-1-2◆,Jonathan Moss,https://fbref.com/en/matches/17e86f90/Crystal-Palace-Tottenham-Hotspur-September-11-2021-Premier-League,
7,2021-09-19,16:30 ,Premier League,Matchweek 5,Sun,Home,L,0,3,Chelsea,0.5,2.1,47,"60,059",Hugo Lloris,4-3-2-1,Paul Tierney,https://fbref.com/en/matches/eaf98461/Tottenham-Hotspur-Chelsea-September-19-2021-Premier-League,
9,2021-09-26,16:30 ,Premier League,Matchweek 6,Sun,Away,L,1,3,Arsenal,1.0,1.1,54,"59,919",Hugo Lloris,4-3-3,Craig Pawson,https://fbref.com/en/matches/a2c07e97/North-London-Derby-Arsenal-Tottenham-Hotspur-September-26-2021-Premier-League,
11,2021-10-03,14:00 ,Premier League,Matchweek 7,Sun,Home,W,2,1,Aston Villa,1.3,1.2,56,"53,076",Hugo Lloris,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/7bb0a43c/Tottenham-Hotspur-Aston-Villa-October-3-2021-Premier-League,
12,2021-10-17,16:30 ,Premier League,Matchweek 8,Sun,Away,W,3,2,Newcastle Utd,1.7,0.4,64,"52,214",Hugo Lloris,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/4bd69343/Newcastle-United-Tottenham-Hotspur-October-17-2021-Premier-League,
14,2021-10-24,14:00 ,Premier League,Matchweek 9,Sun,Away,L,0,1,West Ham,0.7,1.3,62,"59,924",Hugo Lloris,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/70c508ee/West-Ham-United-Tottenham-Hotspur-October-24-2021-Premier-League,
16,2021-10-30,17:30 ,Premier League,Matchweek 10,Sat,Home,L,0,3,Manchester Utd,1.0,1.5,58,"60,356",Hugo Lloris,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/5a2b8c26/Tottenham-Hotspur-Manchester-United-October-30-2021-Premier-League,
18,2021-11-07,14:00 ,Premier League,Matchweek 11,Sun,Away,D,0,0,Everton,0.7,0.6,55,"39,059",Hugo Lloris,3-4-3,Chris Kavanagh,https://fbref.com/en/matches/224d1c99/Everton-Tottenham-Hotspur-November-7-2021-Premier-League,
19,2021-11-21,16:30 ,Premier League,Matchweek 12,Sun,Home,W,2,1,Leeds United,2.1,1.4,43,"58,989",Hugo Lloris,3-4-3,Andre Marriner,https://fbref.com/en/matches/a74a684e/Tottenham-Hotspur-Leeds-United-November-21-2021-Premier-League,
21,2021-12-02,19:30 ,Premier League,Matchweek 14,Thu,Home,W,2,0,Brentford,1.9,0.3,47,"54,202",Hugo Lloris,3-4-3,Jonathan Moss,https://fbref.com/en/matches/a80b3790/Tottenham-Hotspur-Brentford-December-2-2021-Premier-League,
22,2021-12-05,14:00 ,Premier League,Matchweek 15,Sun,Home,W,3,0,Norwich City,1.6,1.2,41,"57,088",Hugo Lloris,3-4-3,Jarred Gillett,https://fbref.com/en/matches/78e62deb/Tottenham-Hotspur-Norwich-City-December-5-2021-Premier-League,
24,2021-12-19,16:30 ,Premier League,Matchweek 18,Sun,Home,D,2,2,Liverpool,3.0,1.1,44,"45,421",Hugo Lloris,5-3-2,Paul Tierney,https://fbref.com/en/matches/4ac8dee4/Tottenham-Hotspur-Liverpool-December-19-2021-Premier-League,
