,num,joueur
0,,Adam Henley
1,,Grant Hanley
2,,Christopher Samba
3,,Jason Lowe
4,,Steven Nzonzi
5,,Yakubu Aiyegbeni
6,,David Dunn
7,,Junior Hoilett
8,,Morten Gamst Pedersen
9,,
10,,Jake Kean
