,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Mohamed Salah,11.0,eg EGY,"FW,RW",28-131,90,33,39,84.6,384,59,27,28,96.4,5,6,83.3,1,1,100.0,0,0.1,0.1,2,1,0,0,1
1,Sadio Mané,10.0,sn SEN,LW,28-197,90,17,26,65.4,260,56,10,12,83.3,7,9,77.8,0,0,,1,0.3,0.2,2,0,1,1,1
2,Diogo Jota,20.0,pt POR,RW,23-325,82,31,40,77.5,396,95,21,23,91.3,10,13,76.9,0,1,0.0,0,0.0,0.0,0,2,1,0,3
3,James Milner,7.0,eng ENG,LM,34-294,8,1,1,100.0,29,7,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
4,Roberto Firmino,9.0,br BRA,AM,29-022,82,34,35,97.1,412,103,20,21,95.2,7,7,100.0,2,2,100.0,0,0.0,0.1,0,2,0,0,4
5,Takumi Minamino,18.0,jp JPN,FW,25-282,8,2,6,33.3,9,3,1,2,50.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
6,Georginio Wijnaldum,5.0,nl NED,"DM,RM",29-348,90,59,63,93.7,835,151,39,41,95.1,13,13,100.0,5,5,100.0,0,0.5,0.0,1,1,0,0,0
7,Jordan Henderson,14.0,eng ENG,"DM,CM",30-129,90,88,98,89.8,1543,551,42,44,95.5,38,40,95.0,7,10,70.0,0,0.3,0.4,1,10,3,1,15
8,Andrew Robertson,26.0,sct SCO,LB,26-227,90,71,90,78.9,1070,277,44,52,84.6,22,28,78.6,3,6,50.0,0,0.1,0.0,2,7,0,0,3
9,Joe Gomez,12.0,eng ENG,CB,23-154,90,85,90,94.4,2026,632,15,19,78.9,53,54,98.1,17,17,100.0,0,0.0,0.0,0,6,0,0,11
10,Fabinho,3.0,br BRA,CB,27-001,90,75,87,86.2,1328,448,25,28,89.3,44,46,95.7,5,9,55.6,0,0.0,0.0,0,1,0,0,2
11,Trent Alexander-Arnold,66.0,eng ENG,RB,22-017,90,90,115,78.3,1635,650,45,46,97.8,31,42,73.8,13,23,56.5,0,0.3,0.1,3,13,3,2,12
12,Alisson,1.0,br BRA,GK,28-022,90,25,34,73.5,629,322,6,6,100.0,11,11,100.0,8,17,47.1,0,0.0,0.0,0,0,0,0,0
13,13 Players,,,,,990,611,724,84.4,10556,3354,295,322,91.6,242,271,89.3,61,91,67.0,1,1.5,0.9,11,43,8,4,52
