,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Cristiano Ronaldo,7.0,pt POR,FW,36-348,70,1,1,0,1,0,0,0,,0,1,0,1,0,1,1,0
1,Harry Maguire,5.0,eng ENG,CB,28-320,20,1,1,0,1,0,0,0,,0,1,1,0,0,1,1,0
2,Anthony Elanga,36.0,se SWE,LW,19-267,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
3,Mason Greenwood,11.0,eng ENG,RW,20-110,70,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0
4,Marcus Rashford,10.0,eng ENG,RW,24-080,20,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
5,Bruno Fernandes,18.0,pt POR,"AM,FW",27-133,90,1,0,1,0,0,1,2,50.0,1,2,0,2,1,2,2,0
6,Scott McTominay,39.0,sct SCO,"DM,CM",25-042,83,2,2,2,0,0,1,1,100.0,0,0,0,0,2,4,4,0
7,Nemanja Matić,31.0,rs SRB,CM,33-171,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
8,Fred,17.0,br BRA,"DM,CM",28-320,90,5,1,4,1,0,0,1,0.0,1,0,0,0,2,7,2,0
9,Alex Telles,27.0,br BRA,"LB,LM",29-035,90,0,0,0,0,0,0,0,,0,1,1,0,2,2,3,0
10,Raphaël Varane,19.0,fr FRA,CB,28-269,90,3,2,3,0,0,1,2,50.0,1,2,1,1,0,3,6,0
11,Victor Lindelöf,2.0,se SWE,CB,27-186,90,2,1,2,0,0,1,1,100.0,0,3,2,1,1,3,6,0
12,Diogo Dalot,20.0,pt POR,"RB,RM",22-307,90,3,3,1,0,2,2,3,66.7,1,0,0,0,4,7,7,0
13,David de Gea,1.0,es ESP,GK,31-073,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,19,12,13,4,2,6,11,54.5,5,12,5,7,12,31,34,0
