,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Troy Deeney,9.0,eng ENG,FW,29-247,90,1,0,0,0,1,0,0,,0,1,0,1,1,2,2,0
1,Richarlison,11.0,br BRA,LW,20-297,53,2,2,0,0,2,0,1,0.0,1,1,0,1,0,2,1,0
2,Stefano Okaka,33.0,it ITA,FW,28-206,37,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
3,André Carrillo,28.0,pe PER,"RW,RM",26-262,65,1,1,0,0,1,0,0,,0,1,0,1,0,1,3,0
4,Will Hughes,19.0,eng ENG,RM,22-320,25,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
5,Roberto Pereyra,37.0,ar ARG,"AM,LM",27-055,90,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,1,0
6,Étienne Capoue,29.0,fr FRA,"DM,CM",29-235,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0
7,Abdoulaye Doucouré,16.0,ml MLI,"DM,CM",25-061,90,2,2,2,0,0,2,2,100.0,0,2,0,2,0,2,0,0
8,José Holebas,25.0,gr GRE,LB,33-249,89,1,1,1,0,0,1,2,50.0,1,0,0,0,3,4,7,0
9,Miguel Britos,3.0,uy URU,LB,32-229,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
10,Adrian Mariappa,6.0,jm JAM,CB,31-151,90,3,1,2,1,0,0,0,,0,1,1,0,1,4,8,0
11,Sebastian Prödl,5.0,at AUT,CB,30-255,90,1,0,1,0,0,0,0,,0,1,0,1,2,3,5,0
12,Daryl Janmaat,2.0,nl NED,RB,28-224,90,0,0,0,0,0,0,2,0.0,2,1,1,0,0,0,5,0
13,Orestis Karnezis,30.0,gr GRE,GK,32-235,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,12,7,7,1,4,3,10,30.0,7,10,2,8,8,20,33,0
