,num,joueur
0,,Júlio César
1,,Clint Hill
2,,Christopher Samba
3,,Stéphane Mbia
4,,Andros Townsend
5,,Bobby Zamora
6,,Loïc Rémy
7,,Junior Hoilett
8,,Jermaine Jenas
9,,José Bosingwa
10,,Armand Traoré
