,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2021-08-15,14:00 ,Premier League,Matchweek 1,Sun,Away,W,4,2,Newcastle Utd,2.7,1.8,54,"50,673",Declan Rice,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/41091264/Newcastle-United-West-Ham-United-August-15-2021-Premier-League,
1,2021-08-23,20:00 ,Premier League,Matchweek 2,Mon,Home,W,4,1,Leicester City,2.3,0.6,52,"59,901",Declan Rice,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/1d07228e/West-Ham-United-Leicester-City-August-23-2021-Premier-League,
2,2021-08-28,15:00 ,Premier League,Matchweek 3,Sat,Home,D,2,2,Crystal Palace,1.3,1.1,47,"59,751",Declan Rice,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/8e017435/West-Ham-United-Crystal-Palace-August-28-2021-Premier-League,
3,2021-09-11,15:00 ,Premier League,Matchweek 4,Sat,Away,D,0,0,Southampton,0.7,0.7,58,"30,000",Declan Rice,4-2-3-1,David Coote,https://fbref.com/en/matches/ddff1858/Southampton-West-Ham-United-September-11-2021-Premier-League,
5,2021-09-19,14:00 ,Premier League,Matchweek 5,Sun,Home,L,1,2,Manchester Utd,1.6,2.0,40,"60,000",Declan Rice,4-4-2,Martin Atkinson,https://fbref.com/en/matches/2daea068/West-Ham-United-Manchester-United-September-19-2021-Premier-League,
7,2021-09-25,15:00 ,Premier League,Matchweek 6,Sat,Away,W,2,1,Leeds United,1.6,1.2,47,"36,417",Declan Rice,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/6e228b2c/Leeds-United-West-Ham-United-September-25-2021-Premier-League,
9,2021-10-03,14:00 ,Premier League,Matchweek 7,Sun,Home,L,1,2,Brentford,1.5,1.2,59,"49,940",Declan Rice,4-2-3-1,Peter Bankes,https://fbref.com/en/matches/f1eead63/West-Ham-United-Brentford-October-3-2021-Premier-League,
10,2021-10-17,14:00 ,Premier League,Matchweek 8,Sun,Away,W,1,0,Everton,1.2,0.9,61,"39,132",Declan Rice,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/15871600/Everton-West-Ham-United-October-17-2021-Premier-League,
12,2021-10-24,14:00 ,Premier League,Matchweek 9,Sun,Home,W,1,0,Tottenham,1.3,0.7,38,"59,924",Declan Rice,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/70c508ee/West-Ham-United-Tottenham-Hotspur-October-24-2021-Premier-League,
14,2021-10-31,16:30 ,Premier League,Matchweek 10,Sun,Away,W,4,1,Aston Villa,2.3,0.7,57,"41,874",Declan Rice,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/a62478a2/Aston-Villa-West-Ham-United-October-31-2021-Premier-League,
