,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Romelu Lukaku,9.0,be BEL,FW,24-161,90,0,0,0,2,0,0,2,0,0,0,0,0,2,1,3,25.0
1,Anthony Martial,11.0,fr FRA,LW,21-320,45,1,0,0,2,0,0,0,0,1,0,0,0,2,0,1,0.0
2,Marcus Rashford,19.0,eng ENG,"LW,FW",19-355,45,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,
3,Juan Mata,8.0,es ESP,RW,29-176,45,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,
4,Henrikh Mkhitaryan,22.0,am ARM,"RW,CM",28-273,45,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,
5,Jesse Lingard,14.0,eng ENG,"AM,CM",24-310,90,0,0,0,3,2,0,5,0,1,0,0,0,1,1,5,16.7
6,Nemanja Matić,31.0,rs SRB,"DM,CM",29-081,90,0,0,0,1,0,0,1,0,1,0,0,0,9,1,0,100.0
7,Ander Herrera,21.0,es ESP,"DM,CB",28-068,90,0,0,0,0,2,1,2,1,1,0,0,0,5,1,0,100.0
8,Ashley Young,18.0,eng ENG,"LB,WB",32-104,90,1,0,0,1,0,0,12,4,1,0,0,0,5,1,1,50.0
9,Phil Jones,4.0,eng ENG,CB,25-242,22,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0,100.0
10,Victor Lindelöf,2.0,se SWE,CB,23-096,68,0,0,0,0,1,0,0,1,0,0,0,0,8,1,2,33.3
11,Chris Smalling,12.0,eng ENG,CB,27-333,90,0,0,0,1,0,0,0,0,0,0,0,0,6,8,2,80.0
12,Antonio Valencia,25.0,ec ECU,"RB,WB",32-078,90,0,0,0,0,1,1,3,2,1,0,0,0,8,0,0,
13,David de Gea,1.0,es ESP,GK,26-348,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
14,14 Players,,,,,990,2,0,0,12,10,3,30,10,8,0,0,0,57,15,14,51.7
