,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2018-08-11,15:00 ,Premier League,Matchweek 1,Sat,Home,L,0,2,Crystal Palace,0.7,1.0,65,"24,821",Tom Cairney,4-3-3,Mike Dean,https://fbref.com/en/matches/30875601/Fulham-Crystal-Palace-August-11-2018-Premier-League,
1,2018-08-18,15:00 ,Premier League,Matchweek 2,Sat,Away,L,1,3,Tottenham,1.6,2.9,40,"58,297",Tom Cairney,4-3-3,Anthony Taylor,https://fbref.com/en/matches/aa8f0365/Tottenham-Hotspur-Fulham-August-18-2018-Premier-League,
2,2018-08-26,16:00 ,Premier League,Matchweek 3,Sun,Home,W,4,2,Burnley,1.3,1.5,63,"23,438",Tom Cairney,4-3-3,David Coote,https://fbref.com/en/matches/55af3b90/Fulham-Burnley-August-26-2018-Premier-League,
4,2018-09-01,15:00 ,Premier League,Matchweek 4,Sat,Away,D,2,2,Brighton,1.6,2.8,58,"30,526",Kevin McDonald,4-3-3,Lee Probert,https://fbref.com/en/matches/51055c21/Brighton-and-Hove-Albion-Fulham-September-1-2018-Premier-League,
5,2018-09-15,15:00 ,Premier League,Matchweek 5,Sat,Away,L,0,3,Manchester City,0.4,4.8,36,"53,307",Kevin McDonald,4-3-3,Stuart Attwell,https://fbref.com/en/matches/2e19378a/Manchester-City-Fulham-September-15-2018-Premier-League,
6,2018-09-22,12:30 ,Premier League,Matchweek 6,Sat,Home,D,1,1,Watford,1.7,1.4,60,"23,418",Kevin McDonald,4-3-3,Martin Atkinson,https://fbref.com/en/matches/cf44aa9f/Fulham-Watford-September-22-2018-Premier-League,
8,2018-09-29,15:00 ,Premier League,Matchweek 7,Sat,Away,L,0,3,Everton,0.5,2.3,49,"38,788",Marcus Bettinelli,4-4-1-1,Roger East,https://fbref.com/en/matches/1e6da91a/Everton-Fulham-September-29-2018-Premier-League,
9,2018-10-07,12:00 ,Premier League,Matchweek 8,Sun,Home,L,1,5,Arsenal,1.4,1.1,48,"25,401",Marcus Bettinelli,3-4-3,Paul Tierney,https://fbref.com/en/matches/af4e1f4f/Fulham-Arsenal-October-7-2018-Premier-League,
10,2018-10-20,15:00 ,Premier League,Matchweek 9,Sat,Away,L,2,4,Cardiff City,0.7,1.5,59,"29,681",Kevin McDonald,4-3-3,Kevin Friend,https://fbref.com/en/matches/fe1817e3/Cardiff-City-Fulham-October-20-2018-Premier-League,
11,2018-10-27,15:00 ,Premier League,Matchweek 10,Sat,Home,L,0,3,Bournemouth,0.5,2.0,51,"25,071",Kevin McDonald,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/51c18906/Fulham-Bournemouth-October-27-2018-Premier-League,
