,num,joueur
0,,Mousa Dembélé
1,,Kyle Naughton
2,,Paulinho
3,,Jan Vertonghen
4,,Étienne Capoue
5,,Michael Dawson
6,,Nabil Bentaleb
7,,Aaron Lennon
8,,Danny Rose
9,,
10,,Brad Friedel
