,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Salomón Rondón,9.0,ve VEN,FW,28-231,73,6,16,37.5,48,0,3,7,42.9,1,4,25.0,0,0,,0,0.0,0.0,1,0,0,0,0
1,Daniel Sturridge,15.0,eng ENG,FW,28-246,17,0,3,0.0,0,0,0,1,0.0,0,0,,0,1,0.0,0,0.2,0.0,1,0,0,0,0
2,Jay Rodriguez,19.0,eng ENG,FW,28-280,78,8,14,57.1,100,40,4,8,50.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0,0,0,0,0
3,Nacer Chadli,22.0,be BEL,FW,28-276,12,1,2,50.0,11,0,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0
4,James McClean,14.0,ie IRL,LM,29-013,86,5,10,50.0,67,14,3,5,60.0,2,3,66.7,0,1,0.0,0,0.1,0.1,1,0,1,1,0
5,Grzegorz Krychowiak,20.0,pl POL,LM,28-096,4,1,1,100.0,11,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
6,Chris Brunt,11.0,nir NIR,CM,33-142,90,26,38,68.4,610,377,8,8,100.0,10,13,76.9,7,12,58.3,0,0.0,0.2,0,3,0,0,1
7,Jake Livermore,8.0,eng ENG,CM,28-172,90,14,22,63.6,277,131,6,8,75.0,6,7,85.7,2,5,40.0,0,0.0,0.0,0,2,0,0,1
8,Matt Phillips,10.0,sct SCO,RM,27-053,90,7,14,50.0,160,84,3,4,75.0,1,3,33.3,3,6,50.0,0,0.3,0.4,2,0,0,0,0
9,Kieran Gibbs,3.0,eng ENG,LB,28-221,90,13,21,61.9,236,141,5,5,100.0,6,12,50.0,2,4,50.0,0,0.0,0.0,0,1,1,1,1
10,Ahmed Hegazi,26.0,eg EGY,CB,27-100,90,12,22,54.5,223,177,5,6,83.3,6,10,60.0,1,6,16.7,0,0.0,0.0,0,0,0,0,0
11,Craig Dawson,25.0,eng ENG,CB,27-364,90,17,23,73.9,370,181,4,5,80.0,10,11,90.9,3,6,50.0,0,0.2,0.0,1,1,0,0,1
12,Allan Nyom,2.0,cm CMR,RB,29-360,90,17,25,68.0,375,198,9,10,90.0,3,5,60.0,5,8,62.5,0,0.0,0.0,0,3,0,0,4
13,Ben Foster,1.0,eng ENG,GK,35-032,90,9,26,34.6,517,494,0,0,,1,1,100.0,8,25,32.0,0,0.0,0.0,0,1,0,0,0
14,14 Players,,,,,990,136,237,57.4,3005,1837,52,69,75.4,48,72,66.7,32,76,42.1,0,0.7,0.7,6,11,2,2,8
