,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Michail Antonio,30.0,jm JAM,"RM,FW",27-250,87,0,0,0,0,0,1,3,1,0,0,0,0,2,4,0,100.0
1,André Ayew,20.0,gh GHA,RM,27-351,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,Manuel Lanzini,10.0,ar ARG,"FW,LM",24-291,68,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,
3,Marko Arnautović,7.0,at AUT,LM,28-228,22,0,0,0,0,0,1,1,0,2,0,0,0,2,0,0,
4,Pedro Obiang,14.0,gq EQG,"CM,DM",25-251,90,0,0,0,2,0,0,0,1,1,0,0,0,8,1,1,50.0
5,Edimilson Fernandes,31.0,ch SUI,"CM,DM",21-232,90,0,0,0,0,1,0,1,3,0,0,0,0,7,0,2,0.0
6,Cheikhou Kouyaté,8.0,sn SEN,DM,27-347,42,0,0,0,0,0,0,1,0,1,0,0,0,3,5,2,71.4
7,Diafra Sakho,15.0,sn SEN,FW,27-344,48,0,0,0,0,0,2,0,1,2,0,0,0,0,0,6,0.0
8,Arthur Masuaku,26.0,cd COD,"LB,WB",24-026,90,0,0,0,1,2,0,1,3,1,0,0,0,10,0,0,
9,Pablo Zabaleta,5.0,ar ARG,"RB,WB",32-321,90,0,0,0,1,0,0,1,4,3,0,0,0,5,1,1,50.0
10,Aaron Cresswell,3.0,eng ENG,CB,27-353,90,0,0,0,0,0,0,5,0,1,0,0,0,7,1,0,100.0
11,Angelo Ogbonna,21.0,it ITA,CB,29-194,90,0,0,0,0,1,0,0,0,1,0,0,0,3,2,1,66.7
12,Declan Rice,41.0,eng ENG,CB,18-323,90,1,0,0,2,0,0,0,2,0,0,0,0,1,0,3,0.0
13,Adrián,13.0,es ESP,GK,30-334,90,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0
14,14 Players,,,,,990,2,0,0,7,5,4,14,15,12,0,0,0,54,15,16,48.4
