,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Darren Bent,,eng ENG,FW,26-350,90,1,0,0,,,,0,0,,,,,,,0,,
1,Gabriel Agbonlahor,,eng ENG,"FW,MF",24-101,90,0,0,0,,,,0,0,,,,,,,0,,
2,Marc Albrighton,,eng ENG,"DF,FW",21-065,90,0,0,0,,,,0,0,,,,,,,0,,
3,Stewart Downing,,eng ENG,"FW,MF",26-184,90,0,0,0,,,,0,0,,,,,,,0,,
4,Ashley Young,,eng ENG,"DF,FW",25-197,90,0,0,0,,,,0,0,,,,,,,0,,
5,Stiliyan Petrov,,bg BUL,MF,31-201,87,0,0,0,,,,0,0,,,,,,,0,,
6,Nigel Reo-Coker,,eng ENG,MF,26-253,3,0,0,0,,,,0,0,,,,,,,0,,
7,Ciaran Clark,,ie IRL,"DF,MF",21-118,90,0,0,0,,,,1,0,,,,,,,0,,
8,Richard Dunne,,ie IRL,DF,31-123,90,0,0,0,,,,0,0,,,,,,,0,,
9,James Collins,,wls WAL,DF,27-152,90,0,0,0,,,,0,0,,,,,,,0,,
10,Carlos Cuéllar,,es ESP,DF,29-152,90,0,0,0,,,,0,0,,,,,,,0,,
11,Brad Friedel,,us USA,GK,39-249,90,0,0,0,,,,0,0,,,,,,,0,,
12,12 Players,,,,,990,1,0,0,,,,1,0,,,,,,,0,,
