,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Edin Džeko,,ba BIH,FW,24-311,90,0,0,0,,,,0,0,,,,,,,0,,
1,David Silva,,es ESP,"FW,MF",25-014,90,0,0,0,,,,0,0,,,,,,,0,,
2,Carlos Tevez,,ar ARG,"FW,MF",26-351,90,0,0,0,,,,0,0,,,,,,,0,,
3,Yaya Touré,,ci CIV,MF,27-254,90,0,0,0,,,,0,0,,,,,,,0,,
4,Gareth Barry,,eng ENG,MF,29-333,56,0,0,0,,,,0,0,,,,,,,0,,
5,Adam Johnson,,eng ENG,MF,23-192,34,0,0,0,,,,0,0,,,,,,,0,,
6,Nigel de Jong,,nl NED,MF,26-053,90,0,0,0,,,,0,0,,,,,,,0,,
7,Aleksandar Kolarov,,rs SRB,DF,25-073,90,0,0,0,,,,1,0,,,,,,,0,,
8,Vincent Kompany,,be BEL,DF,24-287,90,0,0,0,,,,0,0,,,,,,,0,,
9,Kolo Touré,,ci CIV,DF,29-309,90,0,0,0,,,,0,0,,,,,,,0,,
10,Jérôme Boateng,,de GER,DF,22-141,90,0,0,0,,,,0,0,,,,,,,0,,
11,Joe Hart,,eng ENG,GK,23-278,90,0,0,0,,,,0,0,,,,,,,0,,
12,12 Players,,,,,990,0,0,0,,,,1,0,,,,,,,0,,
