,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2012-08-18,,Premier League,Matchweek 1,Sat,Away,L,0,5,Fulham,,"25,062",,4-4-1-1,Michael Oliver,https://fbref.com/en/matches/d63657b1/Fulham-Norwich-City-August-18-2012-Premier-League,
1,2012-08-25,,Premier League,Matchweek 2,Sat,Home,D,1,1,QPR,,"26,317",,4-4-1-1,Mark Clattenburg,https://fbref.com/en/matches/6e2ac192/Norwich-City-Queens-Park-Rangers-August-25-2012-Premier-League,
2,2012-09-01,,Premier League,Matchweek 3,Sat,Away,D,1,1,Tottenham,,"36,142",,4-4-2,Mark Halsey,https://fbref.com/en/matches/f56c8e34/Tottenham-Hotspur-Norwich-City-September-1-2012-Premier-League,
3,2012-09-15,,Premier League,Matchweek 4,Sat,Home,D,0,0,West Ham,,"26,806",,4-4-2,Chris Foy,https://fbref.com/en/matches/5a0b388e/Norwich-City-West-Ham-United-September-15-2012-Premier-League,
4,2012-09-23,,Premier League,Matchweek 5,Sun,Away,L,0,1,Newcastle Utd,,"49,402",,4-5-1,Neil Swarbrick,https://fbref.com/en/matches/fcb2c987/Newcastle-United-Norwich-City-September-23-2012-Premier-League,
5,2012-09-29,,Premier League,Matchweek 6,Sat,Home,L,2,5,Liverpool,,"26,831",,4-4-2,Mike Jones,https://fbref.com/en/matches/7ff9112b/Norwich-City-Liverpool-September-29-2012-Premier-League,
6,2012-10-06,,Premier League,Matchweek 7,Sat,Away,L,1,4,Chelsea,,"41,784",,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/9532ae11/Chelsea-Norwich-City-October-6-2012-Premier-League,
7,2012-10-20,,Premier League,Matchweek 8,Sat,Home,W,1,0,Arsenal,,"26,825",,4-4-1-1,Lee Probert,https://fbref.com/en/matches/0a9f9b23/Norwich-City-Arsenal-October-20-2012-Premier-League,
8,2012-10-27,,Premier League,Matchweek 9,Sat,Away,D,1,1,Aston Villa,,"33,184",,4-4-1-1,Phil Dowd,https://fbref.com/en/matches/670f06c5/Aston-Villa-Norwich-City-October-27-2012-Premier-League,
9,2012-11-03,,Premier League,Matchweek 10,Sat,Home,W,1,0,Stoke City,,"26,072",,4-4-1-1,Andre Marriner,https://fbref.com/en/matches/d497dcaf/Norwich-City-Stoke-City-November-3-2012-Premier-League,
10,2012-11-10,,Premier League,Matchweek 11,Sat,Away,D,0,0,Reading,,"24,080",,4-4-1-1,Chris Foy,https://fbref.com/en/matches/c401a38f/Reading-Norwich-City-November-10-2012-Premier-League,
11,2012-11-17,,Premier League,Matchweek 12,Sat,Home,W,1,0,Manchester Utd,,"26,840",,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/0b8ef2e5/Norwich-City-Manchester-United-November-17-2012-Premier-League,
12,2012-11-24,,Premier League,Matchweek 13,Sat,Away,D,1,1,Everton,,"34,502",,4-4-1-1,Mike Jones,https://fbref.com/en/matches/f448beae/Everton-Norwich-City-November-24-2012-Premier-League,
13,2012-11-28,,Premier League,Matchweek 14,Wed,Away,D,1,1,Southampton,,"29,325",,4-4-1-1,Mark Clattenburg,https://fbref.com/en/matches/ddd3d39e/Southampton-Norwich-City-November-28-2012-Premier-League,
14,2012-12-02,,Premier League,Matchweek 15,Sun,Home,W,2,1,Sunderland,,"26,228",,4-4-1-1,Phil Dowd,https://fbref.com/en/matches/e05a0a53/Norwich-City-Sunderland-December-2-2012-Premier-League,
15,2012-12-08,,Premier League,Matchweek 16,Sat,Away,W,4,3,Swansea City,,"20,294",,4-4-1-1,Howard Webb,https://fbref.com/en/matches/4e711d41/Swansea-City-Norwich-City-December-8-2012-Premier-League,
