,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Romelu Lukaku,9.0,be BEL,FW,24-214,90,23,34,67.6,239,86,16,18,88.9,4,10,40.0,0,1,0.0,0,0.1,0.1,1,0,2,0,4
1,Anthony Martial,11.0,fr FRA,LW,22-008,65,31,38,81.6,435,118,14,15,93.3,11,14,78.6,1,2,50.0,0,0.1,0.1,1,2,2,0,4
2,Marcus Rashford,19.0,eng ENG,"LM,LW",20-043,25,10,14,71.4,118,6,5,5,100.0,2,3,66.7,1,2,50.0,0,0.0,0.0,0,0,0,0,0
3,Juan Mata,8.0,es ESP,"RW,RM",29-229,90,63,76,82.9,825,183,36,38,94.7,17,22,77.3,2,7,28.6,1,0.3,0.3,3,4,2,1,7
4,Jesse Lingard,14.0,eng ENG,AM,24-363,70,34,38,89.5,334,55,21,21,100.0,3,6,50.0,1,1,100.0,0,0.0,0.1,0,1,1,0,2
5,Ander Herrera,21.0,es ESP,CM,28-121,20,16,19,84.2,187,58,12,13,92.3,3,4,75.0,0,1,0.0,0,0.0,0.0,0,1,0,0,3
6,Nemanja Matić,31.0,rs SRB,DM,29-134,90,55,64,85.9,1026,191,22,24,91.7,21,22,95.5,9,14,64.3,0,0.0,0.0,0,1,0,0,3
7,Scott McTominay,39.0,sct SCO,"DM,CM",21-005,90,42,48,87.5,786,323,23,24,95.8,13,13,100.0,6,10,60.0,0,0.0,0.1,1,6,2,0,8
8,Luke Shaw,23.0,eng ENG,LB,22-154,82,44,60,73.3,554,137,34,39,87.2,7,9,77.8,1,7,14.3,0,0.0,0.0,0,4,0,0,2
9,Ashley Young,18.0,eng ENG,LB,32-157,8,2,3,66.7,10,8,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
10,Phil Jones,4.0,eng ENG,CB,25-295,90,57,60,95.0,1113,326,17,17,100.0,30,32,93.8,8,9,88.9,0,0.0,0.0,0,1,0,0,1
11,Chris Smalling,12.0,eng ENG,CB,28-021,90,51,56,91.1,925,313,18,19,94.7,33,35,94.3,0,2,0.0,0,0.0,0.0,0,0,0,0,2
12,Antonio Valencia,25.0,ec ECU,RB,32-131,90,64,78,82.1,951,341,34,37,91.9,22,23,95.7,4,9,44.4,0,0.0,0.0,0,3,0,0,1
13,David de Gea,1.0,es ESP,GK,27-036,90,15,27,55.6,518,424,1,1,100.0,6,6,100.0,8,20,40.0,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,507,615,82.4,8021,2569,254,272,93.4,172,200,86.0,41,85,48.2,1,0.4,0.8,6,23,9,1,37
