,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
26,2010-12-26,,Premier League,Matchweek 19,Sun,Away,W,3,1,Newcastle Utd,,"51,635",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/ff133013/Newcastle-United-Manchester-City-December-26-2010-Premier-League,
27,2010-12-28,,Premier League,Matchweek 20,Tue,Home,W,4,0,Aston Villa,,"46,716",,4-3-3,Michael Oliver,https://fbref.com/en/matches/77dbb63e/Manchester-City-Aston-Villa-December-28-2010-Premier-League,
28,2011-01-01,,Premier League,Matchweek 21,Sat,Home,W,1,0,Blackpool,,"47,296",,4-3-3,Mark Clattenburg,https://fbref.com/en/matches/79bd429e/Manchester-City-Blackpool-January-1-2011-Premier-League,
29,2011-01-05,,Premier League,Matchweek 22,Wed,Away,D,0,0,Arsenal,,"60,085",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/3a674ddf/Arsenal-Manchester-City-January-5-2011-Premier-League,
30,2011-01-15,,Premier League,Matchweek 23,Sat,Home,W,4,3,Wolves,,"46,672",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/3dc13d11/Manchester-City-Wolverhampton-Wanderers-January-15-2011-Premier-League,
31,2011-01-22,,Premier League,Matchweek 24,Sat,Away,L,0,1,Aston Villa,,"37,315",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/1524a30b/Aston-Villa-Manchester-City-January-22-2011-Premier-League,
32,2011-02-02,,Premier League,Matchweek 25,Wed,Away,D,2,2,Birmingham City,,"24,379",,4-3-3,Kevin Friend,https://fbref.com/en/matches/00cb2285/Birmingham-City-Manchester-City-February-2-2011-Premier-League,
33,2011-02-05,,Premier League,Matchweek 26,Sat,Home,W,3,0,West Brom,,"46,846",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/d9e36ac4/Manchester-City-West-Bromwich-Albion-February-5-2011-Premier-League,
34,2011-02-12,,Premier League,Matchweek 27,Sat,Away,L,1,2,Manchester Utd,,"75,322",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/ba7b69ba/Manchester-Derby-Manchester-United-Manchester-City-February-12-2011-Premier-League,
37,2011-02-27,,Premier League,Matchweek 28,Sun,Home,D,1,1,Fulham,,"43,077",,4-3-3,Peter Walton,https://fbref.com/en/matches/583c7bec/Manchester-City-Fulham-February-27-2011-Premier-League,
38,2011-03-05,,Premier League,Matchweek 29,Sat,Home,W,1,0,Wigan Athletic,,"44,864",,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/e0158251/Manchester-City-Wigan-Athletic-March-5-2011-Premier-League,
41,2011-03-20,,Premier League,Matchweek 30,Sun,Away,L,0,2,Chelsea,,"41,741",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/c045e7b7/Chelsea-Manchester-City-March-20-2011-Premier-League,
42,2011-04-03,,Premier League,Matchweek 31,Sun,Home,W,5,0,Sunderland,,"44,197",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/6594b4e9/Manchester-City-Sunderland-April-3-2011-Premier-League,
43,2011-04-11,,Premier League,Matchweek 32,Mon,Away,L,0,3,Liverpool,,"44,776",,4-2-3-1,Mark Halsey,https://fbref.com/en/matches/600b2d36/Liverpool-Manchester-City-April-11-2011-Premier-League,
44,2011-04-25,,Premier League,Matchweek 34,Mon,Away,W,1,0,Blackburn,,"23,529",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/6efd17fb/Blackburn-Rovers-Manchester-City-April-25-2011-Premier-League,
45,2011-05-01,,Premier League,Matchweek 35,Sun,Home,W,2,1,West Ham,,"44,511",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/dcf160e4/Manchester-City-West-Ham-United-May-1-2011-Premier-League,
46,2011-05-07,,Premier League,Matchweek 36,Sat,Away,L,1,2,Everton,,"37,351",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/11c690d0/Everton-Manchester-City-May-7-2011-Premier-League,
47,2011-05-10,,Premier League,Matchweek 33,Tue,Home,W,1,0,Tottenham,,"47,029",,4-3-3,Mike Dean,https://fbref.com/en/matches/916fdaf2/Manchester-City-Tottenham-Hotspur-May-10-2011-Premier-League,
48,2011-05-17,,Premier League,Matchweek 37,Tue,Home,W,3,0,Stoke City,,"45,103",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/2b309360/Manchester-City-Stoke-City-May-17-2011-Premier-League,
49,2011-05-22,,Premier League,Matchweek 38,Sun,Away,W,2,0,Bolton,,"26,285",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/566a493d/Bolton-Wanderers-Manchester-City-May-22-2011-Premier-League,
