,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Cameron Jerome,,eng ENG,FW,24-007,90,0,0,0,,,,0,0,,,,,,,0,,
1,Nikola Žigić,,rs SRB,FW,29-330,65,0,0,0,,,,1,0,,,,,,,0,,
2,Matt Derbyshire,,eng ENG,FW,24-129,25,0,0,0,,,,0,0,,,,,,,0,,
3,James McFadden,,sct SCO,"FW,MF",27-129,76,0,1,0,,,,0,0,,,,,,,0,,
4,Lee Bowyer,,eng ENG,MF,33-230,14,0,0,0,,,,0,0,,,,,,,0,,
5,Barry Ferguson,,sct SCO,MF,32-200,90,0,0,0,,,,0,0,,,,,,,0,,
6,Craig Gardner,,eng ENG,MF,23-269,81,2,0,0,,,,0,0,,,,,,,0,,
7,Keith Fahey,,ie IRL,MF,27-218,9,0,0,0,,,,0,0,,,,,,,0,,
8,Sebastian Larsson,,se SWE,MF,25-076,90,0,1,0,,,,1,0,,,,,,,0,,
9,Liam Ridgewell,,eng ENG,DF,26-031,90,0,0,0,,,,0,0,,,,,,,0,,
10,Scott Dann,,eng ENG,DF,23-188,90,0,0,0,,,,0,0,,,,,,,0,,
11,Roger Johnson,,eng ENG,DF,27-115,90,0,0,0,,,,0,0,,,,,,,0,,
12,Stephen Carr,,ie IRL,DF,33-357,90,0,0,0,,,,0,0,,,,,,,0,,
13,Ben Foster,,eng ENG,GK,27-140,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,2,2,0,,,,2,0,,,,,,,0,,
