,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Danny Ings,9.0,eng ENG,FW,30-014,65,1,0,0,1,0,1,1,0,0,0,0,0,1,1,2,33.3
1,Ollie Watkins,11.0,eng ENG,FW,26-219,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,Philippe Coutinho,23.0,br BRA,"LW,AM",30-055,80,0,0,0,1,0,1,3,1,0,0,0,0,5,2,0,100.0
3,Cameron Archer,35.0,eng ENG,AM,21-016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,Leon Bailey,31.0,jm JAM,RW,24-362,90,0,0,0,0,1,1,9,0,1,0,0,0,3,1,4,20.0
5,Jacob Ramsey,41.0,eng ENG,LM,21-070,45,1,0,0,3,2,0,0,0,3,0,0,0,7,0,1,0.0
6,Emi Buendía,10.0,ar ARG,LW,25-224,45,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,
7,Boubacar Kamara,44.0,fr FRA,"CM,DM",22-256,81,0,0,0,5,2,0,0,0,1,0,0,0,10,3,1,75.0
8,Douglas Luiz,6.0,br BRA,DM,24-089,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
9,John McGinn,7.0,sct SCO,"DM,RM",27-292,90,0,0,0,0,3,0,3,1,2,0,0,0,8,1,0,100.0
10,Lucas Digne,27.0,fr FRA,LB,29-017,90,0,0,0,2,2,1,8,3,0,0,0,0,5,4,1,80.0
11,Diego Carlos,3.0,br BRA,CB,29-144,90,0,0,0,1,0,0,1,0,0,0,0,0,8,0,3,0.0
12,Ezri Konsa,4.0,eng ENG,CB,24-287,90,0,0,0,1,3,0,0,2,1,0,0,0,7,2,3,40.0
13,Matty Cash,2.0,pl POL,RB,24-364,90,0,0,0,1,3,0,6,1,0,0,0,0,5,0,1,0.0
14,Emiliano Martínez,1.0,ar ARG,GK,29-338,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0
15,15 Players,,,,,990,3,0,0,16,18,4,31,8,8,0,0,0,60,16,16,50.0
