,num,joueur
0,,Ali Al-Habsi
1,,Franco Di Santo
2,,Jordi Gómez
3,,Maynor Figueroa
4,,Antolín Alcaraz
5,,James McArthur
6,,Jean Beausejour
7,,Emmerson Boyce
8,,Conor Sammon
9,,James McCarthy
10,,Gary Caldwell
