,num,joueur
0,3,Marcos Alonso
1,4,Cesc Fàbregas
2,7,N'Golo Kanté
3,10,Eden Hazard
4,12,Ruben Loftus-Cheek
5,22,Willian
6,27,Andreas Christensen
7,28,César Azpilicueta
8,29,Álvaro Morata
9,,
10,13,Willy Caballero
