,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,David McGoldrick,17.0,ie IRL,"FW,AM",32-310,90,34,32,2,0,0,1,0,1,0,0,0,0,25,0,1
1,Oliver Burke,14.0,sct SCO,FW,23-180,55,9,9,0,0,0,0,0,0,0,0,0,0,4,0,1
2,Oliver McBurnie,9.0,sct SCO,FW,24-122,35,7,7,0,0,0,0,0,0,0,0,0,0,4,0,1
3,Ben Osborn,23.0,eng ENG,CM,26-060,62,24,22,2,2,0,0,5,0,0,0,0,0,16,0,0
4,John Fleck,4.0,sct SCO,"LM,CM",29-041,28,17,15,2,0,0,0,2,0,2,2,0,0,12,0,1
5,Sander Berge,8.0,no NOR,CM,22-233,90,51,51,0,0,0,2,0,0,0,0,0,0,45,0,0
6,John Lundstram,7.0,eng ENG,"CM,RM",26-229,90,47,43,4,0,0,1,3,0,2,2,0,0,40,0,1
7,Enda Stevens,3.0,ie IRL,"WB,LB",30-087,90,51,47,3,0,0,0,4,3,0,0,0,0,39,1,0
8,George Baldock,2.0,gr GRE,"WB,RB",27-209,90,31,29,2,0,0,0,1,2,0,0,0,0,23,0,4
9,Jack Robinson,19.0,eng ENG,CB,27-033,90,55,47,8,0,0,0,1,8,0,0,0,0,44,0,1
10,John Egan,12.0,ie IRL,CB,27-350,90,26,26,0,0,0,0,0,0,0,0,0,0,25,0,0
11,Chris Basham,6.0,eng ENG,CB,32-076,75,28,24,2,0,0,0,1,2,0,0,0,0,21,2,1
12,Billy Sharp,10.0,eng ENG,FW,34-242,15,4,4,0,0,0,0,1,0,0,0,0,0,2,0,1
13,Aaron Ramsdale,1.0,eng ENG,GK,22-143,90,30,24,6,1,0,0,0,0,0,0,0,0,13,0,0
14,14 Players,,,,,990,414,380,31,3,0,4,18,16,4,4,0,0,313,3,12
