,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Carlton Cole,,eng ENG,FW,26-306,90,0,0,0,,,,0,0,,,,,,,0,,
1,Luís Boa Morte,,pt POR,"FW,MF",33-010,45,0,0,0,,,,0,0,,,,,,,0,,
2,Frédéric Piquionne,,fr FRA,FW,31-249,45,0,0,0,,,,0,0,,,,,,,0,,
3,Julien Faubert,,fr FRA,"DF,FW",27-013,90,0,0,0,,,,1,0,,,,,,,0,,
4,Scott Parker,,eng ENG,MF,29-305,90,0,0,0,,,,0,0,,,,,,,0,,
5,Mark Noble,,eng ENG,MF,23-098,90,0,0,0,,,,0,0,,,,,,,0,,
6,Radoslav Kováč,,cz CZE,"DF,MF",30-260,45,0,0,0,,,,0,0,,,,,,,0,,
7,Pablo Barrera,,mx MEX,"FW,MF",23-054,45,0,0,0,,,,0,0,,,,,,,0,,
8,Hérita Ilunga,,cd COD,DF,28-170,90,0,0,0,,,,0,0,,,,,,,0,,
9,Matt Upson,,eng ENG,DF,31-118,90,0,0,0,,,,0,0,,,,,,,0,,
10,James Tomkins,,eng ENG,"DF,MF",21-138,71,0,0,0,,,,1,0,,,,,,,0,,
11,Alessandro Diamanti,,it ITA,"FW,MF",27-104,19,0,0,0,,,,0,0,,,,,,,0,,
12,Winston Reid,,nz NZL,DF,22-042,90,0,0,0,,,,0,0,,,,,,,0,,
13,Robert Green,,eng ENG,GK,30-208,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,0,0,0,,,,2,0,,,,,,,0,,
