,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Odsonne Édouard,22.0,fr FRA,FW,25-083,73,28,0,2,10,16,8,28,5,3,60.0,2,40.0,16,77,30,2,1,1,2,3,20,6
1,Will Hughes,19.0,eng ENG,RM,27-357,17,17,1,3,12,2,0,17,0,0,,0,,8,20,13,0,0,0,0,2,12,0
2,Jordan Ayew,9.0,gh GHA,"LW,FW",31-210,79,43,0,5,26,13,7,43,7,4,57.1,3,42.9,26,144,64,1,0,2,3,4,25,3
3,Jean-Philippe Mateta,14.0,fr FRA,FW,25-285,11,5,0,0,2,3,0,5,0,0,,0,,4,25,2,0,0,1,1,1,6,2
4,Michael Olise,7.0,fr FRA,RW,21-118,90,62,1,8,26,29,4,62,9,5,55.6,3,33.3,33,203,140,4,1,2,3,3,42,12
5,Jeffrey Schlupp,15.0,gh GHA,LM,30-107,79,31,2,8,16,8,4,31,9,7,77.8,1,11.1,14,111,46,2,0,1,0,2,18,0
6,James McArthur,18.0,sct SCO,LM,35-184,11,17,1,5,8,4,0,17,2,1,50.0,0,0.0,11,49,20,0,0,0,0,2,13,0
7,Cheick Doucouré,28.0,ml MLI,CM,23-091,79,37,0,7,25,5,0,37,1,0,0.0,1,100.0,7,27,7,0,0,0,1,1,12,1
8,Luka Milivojević,4.0,rs SRB,CM,32-002,11,10,1,2,8,0,0,10,0,0,,0,,3,11,9,0,0,0,0,0,8,0
9,Eberechi Eze,10.0,eng ENG,"RM,LW",24-284,90,49,0,3,34,15,3,49,10,9,90.0,1,10.0,29,210,130,5,2,2,3,2,37,7
10,Tyrick Mitchell,3.0,eng ENG,LB,23-220,90,72,4,23,34,16,1,72,0,0,,0,,26,70,30,1,0,0,1,0,32,4
11,Marc Guéhi,6.0,eng ENG,CB,22-270,90,94,10,46,46,2,1,94,5,3,60.0,2,40.0,54,225,116,0,0,0,1,0,54,0
12,Joachim Andersen,16.0,dk DEN,CB,26-313,90,63,6,27,35,2,1,63,1,1,100.0,0,0.0,34,148,107,0,0,0,0,0,45,0
13,Joel Ward,2.0,eng ENG,RB,33-162,86,55,4,24,19,12,0,55,0,0,,0,,14,66,24,0,0,0,1,1,21,2
14,Nathaniel Clyne,17.0,eng ENG,RB,32-004,4,5,0,0,3,2,0,5,0,0,,0,,4,11,0,0,0,0,0,0,4,0
15,Sam Johnstone,21.0,eng ENG,GK,30-015,90,33,29,33,0,0,0,33,0,0,,0,,21,139,89,0,0,0,0,0,9,0
16,16 Players,,,,,990,621,59,196,304,129,29,621,49,33,67.3,13,26.5,304,1536,827,15,4,9,16,21,358,37
