,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Mbaye Diagne,17.0,sn SEN,FW,29-136,90,19,25,76.0,230,39,14,15,93.3,4,7,57.1,0,0,,0,0.1,0.0,2,0,1,0,1
1,Matheus Pereira,12.0,pt POR,"LM,CM",24-312,62,27,30,90.0,311,88,16,16,100.0,4,6,66.7,2,3,66.7,0,0.1,0.1,2,2,2,2,4
2,Hal Robson-Kanu,4.0,wls WAL,FW,31-296,28,5,6,83.3,139,57,1,1,100.0,2,2,100.0,2,3,66.7,0,0.0,0.1,0,1,1,0,3
3,Ainsley Maitland-Niles,30.0,eng ENG,"LM,CM",23-196,90,27,34,79.4,342,97,13,15,86.7,6,7,85.7,3,3,100.0,0,0.0,0.1,0,1,1,1,2
4,Conor Gallagher,18.0,eng ENG,CM,21-035,90,33,43,76.7,532,166,14,18,77.8,11,13,84.6,3,4,75.0,0,0.0,0.0,1,2,1,0,8
5,Matt Phillips,10.0,sct SCO,RM,30-000,70,12,19,63.2,218,91,6,6,100.0,3,6,50.0,2,5,40.0,0,0.1,0.1,1,1,1,1,1
6,Robert Snodgrass,23.0,sct SCO,RM,33-187,20,6,7,85.7,70,13,5,5,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0
7,Okay Yokuşlu,35.0,tr TUR,"DM,CM",27-004,90,51,59,86.4,732,284,30,32,93.8,13,14,92.9,4,4,100.0,0,0.3,0.5,1,5,2,0,10
8,Conor Townsend,14.0,eng ENG,LB,28-009,90,48,63,76.2,654,302,30,31,96.8,11,15,73.3,4,10,40.0,0,0.1,0.1,2,6,1,1,3
9,Kyle Bartley,5.0,eng ENG,CB,29-295,90,37,47,78.7,715,344,15,17,88.2,18,20,90.0,4,7,57.1,0,0.0,0.0,0,5,1,0,4
10,Dara O'Shea,27.0,ie IRL,CB,22-009,90,29,48,60.4,635,322,10,15,66.7,15,20,75.0,4,12,33.3,0,0.0,0.0,0,3,1,0,4
11,Darnell Furlong,2.0,eng ENG,RB,25-133,90,29,47,61.7,537,203,13,15,86.7,11,16,68.8,4,13,30.8,0,0.0,0.0,0,4,0,0,2
12,Sam Johnstone,1.0,eng ENG,GK,27-353,90,20,30,66.7,579,377,2,2,100.0,12,12,100.0,6,16,37.5,0,0.0,0.0,0,1,0,0,0
13,13 Players,,,,,990,343,458,74.9,5694,2383,169,188,89.9,111,140,79.3,38,80,47.5,0,0.7,1.0,9,31,12,5,42
