,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2018-08-11,15:00 ,Premier League,Matchweek 1,Sat,Away,L,0,2,Bournemouth,1.4,2.2,37,"10,353",Sean Morrison,4-1-4-1,Kevin Friend,https://fbref.com/en/matches/352f5574/Bournemouth-Cardiff-City-August-11-2018-Premier-League,
1,2018-08-18,12:30 ,Premier League,Matchweek 2,Sat,Home,D,0,0,Newcastle Utd,0.9,1.6,51,"30,720",Sean Morrison,4-3-3,Craig Pawson,https://fbref.com/en/matches/8b9218b2/Cardiff-City-Newcastle-United-August-18-2018-Premier-League,
2,2018-08-25,15:00 ,Premier League,Matchweek 3,Sat,Away,D,0,0,Huddersfield,0.9,0.2,43,"21,193",Sean Morrison,4-1-4-1,Michael Oliver,https://fbref.com/en/matches/846881a8/Huddersfield-Town-Cardiff-City-August-25-2018-Premier-League,
4,2018-09-02,13:30 ,Premier League,Matchweek 4,Sun,Home,L,2,3,Arsenal,1.0,1.7,28,"32,316",Sean Morrison,4-4-2,Anthony Taylor,https://fbref.com/en/matches/c1503e09/Cardiff-City-Arsenal-September-2-2018-Premier-League,
5,2018-09-15,15:00 ,Premier League,Matchweek 5,Sat,Away,L,1,4,Chelsea,0.7,2.6,24,"40,499",Sean Morrison,4-4-1-1,Jonathan Moss,https://fbref.com/en/matches/f82c343c/Chelsea-Cardiff-City-September-15-2018-Premier-League,
6,2018-09-22,15:00 ,Premier League,Matchweek 6,Sat,Home,L,0,5,Manchester City,0.1,2.5,22,"32,321",Sean Morrison,4-4-1-1,Michael Oliver,https://fbref.com/en/matches/41dde04a/Cardiff-City-Manchester-City-September-22-2018-Premier-League,
7,2018-09-30,16:00 ,Premier League,Matchweek 7,Sun,Home,L,1,2,Burnley,1.7,0.3,54,"30,411",Sean Morrison,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/a9b46822/Cardiff-City-Burnley-September-30-2018-Premier-League,
8,2018-10-06,15:00 ,Premier League,Matchweek 8,Sat,Away,L,0,1,Tottenham,1.2,2.0,25,"43,268",Sean Morrison,4-1-4-1,Mike Dean,https://fbref.com/en/matches/8c7db89e/Tottenham-Hotspur-Cardiff-City-October-6-2018-Premier-League,
9,2018-10-20,15:00 ,Premier League,Matchweek 9,Sat,Home,W,4,2,Fulham,1.5,0.7,41,"29,681",Sean Morrison,4-4-1-1,Kevin Friend,https://fbref.com/en/matches/fe1817e3/Cardiff-City-Fulham-October-20-2018-Premier-League,
10,2018-10-27,15:00 ,Premier League,Matchweek 10,Sat,Away,L,1,4,Liverpool,0.8,2.4,22,"53,373",Sean Morrison,4-4-1-1,Stuart Attwell,https://fbref.com/en/matches/8df7e453/Liverpool-Cardiff-City-October-27-2018-Premier-League,
11,2018-11-03,15:00 ,Premier League,Matchweek 11,Sat,Home,L,0,1,Leicester City,0.9,2.1,41,"30,877",Sean Morrison,4-4-1-1,Lee Probert,https://fbref.com/en/matches/14512519/Cardiff-City-Leicester-City-November-3-2018-Premier-League,
12,2018-11-10,12:30 ,Premier League,Matchweek 12,Sat,Home,W,2,1,Brighton,2.1,0.5,60,"29,402",Sean Morrison,4-1-4-1,Martin Atkinson,https://fbref.com/en/matches/da20ac20/Cardiff-City-Brighton-and-Hove-Albion-November-10-2018-Premier-League,
